sample	top_taxonomy_name	identity	shared_hashes	median_multiplicity	pvalue	full_taxonomy	taxonomic_subspecies	taxonomic_species	taxonomic_genus	taxonomic_family	taxonomic_order	taxonomic_class	taxonomic_phylum	taxonomic_kingdom	taxonomic_superkingdom	subspecies	serovar	plasmid	bioproject	biosample	taxid	assembly_accession	match_id	taxonomic_parvorder	taxonomic_superfamily	taxonomic_subfamily	taxonomic_suborder	match_comment	taxonomic_superorder	taxonomic_subclass	taxonomic_varietas	taxonomic_subkingdom	taxonomic_tribe	taxonomic_subphylum	taxonomic_infraorder
contaminated.rna.q1	Dendrographa decolorans	0.9021459999999999	77/400	90	9.729649999999997e-157	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Arthoniomycetes; Arthoniales; Roccellaceae; Dendrographa; decolorans		Dendrographa decolorans	Dendrographa	Roccellaceae	Arthoniales	Arthoniomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		279122		./rcn/refseq-NG-279122-PRJNA39195-.-.-.-Dendrographa_decolorans.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Rhinocladiella anceps	0.9021459999999999	77/400	90	9.729649999999997e-157	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; Herpotrichiellaceae; Rhinocladiella; anceps		Rhinocladiella anceps	Rhinocladiella	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		37938		./rcn/refseq-NG-37938-PRJNA39195-.-.-.-Ramichloridium_anceps.fna							Chaetothyriomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Entomophthora muscae	0.9021459999999999	77/400	85	9.729649999999997e-157	Eukaryota; Opisthokonta; Fungi; Zoopagomycota; Entomophthoromycotina; Entomophthoromycetes; Entomophthorales; Entomophthoraceae; Entomophthora; muscae		Entomophthora muscae	Entomophthora	Entomophthoraceae	Entomophthorales	Entomophthoromycetes	Zoopagomycota	Fungi	Eukaryota				PRJNA39195		34485		./rcn/refseq-NG-34485-PRJNA39195-.-.-.-Entomophthora_muscae.fna											Entomophthoromycotina	
contaminated.rna.q1	Uwebraunia commune	0.9021459999999999	77/400	84	9.729649999999997e-157	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Capnodiales; Dissoconiaceae; Uwebraunia; commune		Uwebraunia commune	Uwebraunia	Dissoconiaceae	Capnodiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		306880		./rcn/refseq-NG-306880-PRJNA39195-.-.-.-Uwebraunia_commune.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Catinella olivacea	0.9021459999999999	77/400	84	9.729649999999997e-157	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; incertae sedis; Catinella; olivacea		Catinella olivacea	Catinella			Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		412771		./rcn/refseq-NG-412771-PRJNA39195-.-.-.-Catinella_olivacea.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Umbelopsis ramanniana	0.9021459999999999	77/400	29	9.729649999999997e-157	Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Umbelopsidales; Umbelopsidaceae; Umbelopsis; ramanniana		Umbelopsis ramanniana	Umbelopsis	Umbelopsidaceae	Umbelopsidales		Mucoromycota	Fungi	Eukaryota				PRJNA51803		41833		./rcn/refseq-NG-41833-PRJNA51803-.-.-.-Umbelopsis_ramanniana.fna											Mucoromycotina	
contaminated.rna.q1	Mortierella verticillata	0.9021459999999999	77/400	29	9.729649999999997e-157	Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mortierellomycotina; Mortierellales; Mortierellaceae; Mortierella; verticillata		Mortierella verticillata	Mortierella	Mortierellaceae	Mortierellales		Mucoromycota	Fungi	Eukaryota				PRJNA51803		78898		./rcn/refseq-NG-78898-PRJNA51803-.-.-.-Mortierella_verticillata.fna											Mortierellomycotina	
contaminated.rna.q1	Venturia inaequalis	0.901409	76/400	92	2.997259999999999e-154	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; incertae sedis; Venturiales; Venturiaceae; Venturia; inaequalis		Venturia inaequalis	Venturia	Venturiaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		5025		./rcn/refseq-NG-5025-PRJNA39195-.-.-.-Venturia_inaequalis.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Physoderma maydis	0.901409	76/400	90	2.997259999999999e-154	Eukaryota; Opisthokonta; Fungi; Blastocladiomycota; Blastocladiomycetes; Blastocladiales; Physodermataceae; Physoderma; maydis		Physoderma maydis	Physoderma	Physodermataceae	Blastocladiales	Blastocladiomycetes	Blastocladiomycota	Fungi	Eukaryota				PRJNA39195		276838		./rcn/refseq-NG-276838-PRJNA39195-.-.-.-Physoderma_maydis.fna												
contaminated.rna.q1	Pyrgillus javanicus	0.901409	76/400	87	2.997259999999999e-154	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Chaetothyriomycetidae; Pyrenulales; Pyrenulaceae; Pyrgillus; javanicus		Pyrgillus javanicus	Pyrgillus	Pyrenulaceae	Pyrenulales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		279161		./rcn/refseq-NG-279161-PRJNA39195-.-.-.-Pyrgillus_javanicus.fna							Chaetothyriomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Boothiomyces macroporosum	0.901409	76/400	84	2.997259999999999e-154	Eukaryota; Opisthokonta; Fungi; Chytridiomycota; Chytridiomycetes; Rhizophydiales; Terramycetaceae; Boothiomyces; macroporosum		Boothiomyces macroporosum	Boothiomyces	Terramycetaceae	Rhizophydiales	Chytridiomycetes	Chytridiomycota	Fungi	Eukaryota				PRJNA39195		261099		./rcn/refseq-NG-261099-PRJNA39195-.-.-.-Boothiomyces_macroporosum.fna												
contaminated.rna.q1	Conidiobolus coronatus	0.901409	76/400	84	2.997259999999999e-154	Eukaryota; Opisthokonta; Fungi; Zoopagomycota; Entomophthoromycotina; Entomophthoromycetes; Entomophthorales; Ancylistaceae; Conidiobolus; coronatus		Conidiobolus coronatus	Conidiobolus	Ancylistaceae	Entomophthorales	Entomophthoromycetes	Zoopagomycota	Fungi	Eukaryota				PRJNA39195		34488		./rcn/refseq-NG-34488-PRJNA39195-.-.-.-Conidiobolus_coronatus.fna											Entomophthoromycotina	
contaminated.rna.q1	Aigialus grandis	0.9006639999999999	75/400	92	9.08523e-152	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Aigialaceae; Aigialus; grandis		Aigialus grandis	Aigialus	Aigialaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		193127		./rcn/refseq-NG-193127-PRJNA39195-.-.-.-Aigialus_grandis.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Ascocratera manglicola	0.9006639999999999	75/400	92	9.08523e-152	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Aigialaceae; Ascocratera; manglicola		Ascocratera manglicola	Ascocratera	Aigialaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		703480		./rcn/refseq-NG-703480-PRJNA39195-.-.-.-Ascocratera_manglicola.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Ramularia endophylla	0.9006639999999999	75/400	90	9.08523e-152	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Capnodiales; Mycosphaerellaceae; Ramularia; endophylla		Ramularia endophylla	Ramularia	Mycosphaerellaceae	Capnodiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		43215		./rcn/refseq-NG-43215-PRJNA39195-.-.-.-Ramularia_endophylla.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Rozella allomycis	0.9006639999999999	75/400	31	9.08523e-152	Eukaryota; Opisthokonta; Fungi; Cryptomycota; Rozella; allomycis		Rozella allomycis	Rozella				Cryptomycota	Fungi	Eukaryota				PRJNA51803		281847		./rcn/refseq-NG-281847-PRJNA51803-.-.-.-Rozella_allomycis.fna												
contaminated.rna.q1	Basidiobolus ranarum	0.9006639999999999	75/400	29	9.08523e-152	Eukaryota; Opisthokonta; Fungi; Zoopagomycota; Entomophthoromycotina; Basidiobolomycetes; Basidiobolales; Basidiobolaceae; Basidiobolus; ranarum		Basidiobolus ranarum	Basidiobolus	Basidiobolaceae	Basidiobolales	Basidiobolomycetes	Zoopagomycota	Fungi	Eukaryota				PRJNA51803		34480		./rcn/refseq-NG-34480-PRJNA51803-.-.-.-Basidiobolus_ranarum.fna											Entomophthoromycotina	
contaminated.rna.q1	Gorilla gorilla	0.9006639999999999	75/400	17	9.08523e-152	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Gorilla; gorilla		Gorilla gorilla	Gorilla	Hominidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA62915		9593		./rcn/refseq-NC-9593-PRJNA62915-.-.-.-Gorilla_gorilla.fna	Catarrhini	Hominoidea	Homininae	Haplorrhini		Euarchontoglires					Craniata	Simiiformes
