#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant
PTBP3	ENSG00000119314	ENST00000374255	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000374257	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000450374	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000850866	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000850868	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000874007	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000874008	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000874009	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000932749	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000932750	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000932751	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000932752	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000932753	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000932754	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000932755	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000968727	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000968728	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000968729	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTRH1	ENSG00000187024	ENST00000335223	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000397885	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000861028	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000861029	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000861030	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000861031	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000861032	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000861033	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000861034	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000861035	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000861036	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922205	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922206	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922207	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922208	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922209	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922210	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922211	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922212	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922213	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922214	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922215	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922216	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000922217	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000954334	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000954335	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PUM3	ENSG00000080608	ENST00000954336	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RALGDS	ENSG00000160271	ENST00000372047	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000372050	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000372062	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000393157	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000393160	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000424572	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RALGDS	ENSG00000160271	ENST00000891838	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000891839	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000891840	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000891841	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000891842	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000891843	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000891844	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000891845	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000961509	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000961510	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000961511	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RALGDS	ENSG00000160271	ENST00000961512	protein_coding	0	1	0	1	0	0	1	0	0	0	1
RAPGEF1	ENSG00000107263	ENST00000372189	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000372190	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000372195	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000414781	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000683357	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000914829	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000914830	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000914831	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000914832	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000914833	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000914834	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000914835	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000958090	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000958091	protein_coding	0	0	0	1	0	0	1	0	0	0	0
RAPGEF1	ENSG00000107263	ENST00000958092	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ROR2	ENSG00000169071	ENST00000375715	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000339861	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000356444	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000420670	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000420987	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000422704	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000438547	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000455551	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000540475	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000858567	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000858568	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000858569	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000858570	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000858571	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000858572	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000858573	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917881	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917882	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917883	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917884	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917885	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917886	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917887	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917888	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917889	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000917890	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000947512	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SETX	ENSG00000107290	ENST00000224140	protein_coding	0	1	3	0	0	0	0	3	0	0	1
SETX	ENSG00000107290	ENST00000905305	protein_coding	0	1	0	3	0	0	3	0	0	0	1
SETX	ENSG00000107290	ENST00000905306	protein_coding	0	1	3	0	0	0	0	3	0	0	1
SETX	ENSG00000107290	ENST00000923215	protein_coding	0	1	3	0	0	0	0	3	0	0	1
SETX	ENSG00000107290	ENST00000923216	protein_coding	0	1	3	0	0	0	0	3	0	0	1
SETX	ENSG00000107290	ENST00000923217	protein_coding	0	1	3	0	0	0	0	3	0	0	1
SETX	ENSG00000107290	ENST00000923218	protein_coding	0	1	0	3	0	0	3	0	0	0	1
SETX	ENSG00000107290	ENST00000923219	protein_coding	0	1	3	0	0	0	0	3	0	0	1
SETX	ENSG00000107290	ENST00000947394	protein_coding	0	1	3	0	0	0	0	3	0	0	1
SHOC1	ENSG00000165181	ENST00000318737	protein_coding	0	0	2	0	0	0	0	2	0	0	0
SHOC1	ENSG00000165181	ENST00000374287	protein_coding	0	0	2	0	0	0	0	2	0	0	0
SHOC1	ENSG00000165181	ENST00000394777	protein_coding	0	0	2	0	0	0	0	2	0	0	0
SHOC1	ENSG00000165181	ENST00000394779	protein_coding	0	0	2	0	0	0	0	2	0	0	0
SHOC1	ENSG00000165181	ENST00000682961	protein_coding	0	0	2	0	0	0	0	2	0	0	0
SLC1A1	ENSG00000106688	ENST00000262352	protein_coding	0	1	0	0	0	0	1	0	1	0	0
SLC1A1	ENSG00000106688	ENST00000422398	protein_coding	0	1	0	0	0	0	1	0	1	0	0
SLC1A1	ENSG00000106688	ENST00000931882	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SLC1A1	ENSG00000106688	ENST00000954075	protein_coding	0	1	0	0	0	0	1	0	1	0	0
SLC24A2	ENSG00000155886	ENST00000286344	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC24A2	ENSG00000155886	ENST00000341998	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC24A2	ENSG00000155886	ENST00000903165	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC24A2	ENSG00000155886	ENST00000903166	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC24A2	ENSG00000155886	ENST00000903167	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC24A2	ENSG00000155886	ENST00000903168	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC24A2	ENSG00000155886	ENST00000903169	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC24A2	ENSG00000155886	ENST00000903170	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC24A2	ENSG00000155886	ENST00000903171	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC24A2	ENSG00000155886	ENST00000911594	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SLC34A3	ENSG00000198569	ENST00000361134	protein_coding	0	1	0	0	0	0	0	0	1	0	1
SLC34A3	ENSG00000198569	ENST00000538474	protein_coding	0	1	0	0	0	0	0	0	1	0	1
SLC34A3	ENSG00000198569	ENST00000673835	protein_coding	0	1	0	0	0	0	0	0	1	0	1
SLC34A3	ENSG00000198569	ENST00000673865	protein_coding	0	1	0	0	0	0	0	0	1	0	1
SMARCA2	ENSG00000080503	ENST00000302401	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000324954	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000349721	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000357248	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000382183	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000382185	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000382186	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000382194	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000382203	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000416751	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000417599	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000423555	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000439732	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000450198	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000452193	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000457226	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000634287	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000634338	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000634343	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000634435	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000634688	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000634706	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000634772	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000634781	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000634931	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000635133	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000635388	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000635530	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000636221	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000636559	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000636903	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000637097	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000637103	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000637134	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000637352	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000637383	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000637806	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000639760	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000704350	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000704351	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000704352	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000704353	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000704355	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000866695	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000866696	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000866697	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000866698	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000915468	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000953438	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMARCA2	ENSG00000080503	ENST00000953439	protein_coding	0	0	0	2	0	0	2	0	0	0	0
SMC5	ENSG00000198887	ENST00000361138	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000884400	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000884401	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000912972	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000912973	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000912974	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000912975	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000912976	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000912977	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000912978	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000912979	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000912980	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000955050	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000955051	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000955052	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SMC5	ENSG00000198887	ENST00000955053	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SNAPC3	ENSG00000164975	ENST00000380799	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SNAPC3	ENSG00000164975	ENST00000380821	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SNAPC3	ENSG00000164975	ENST00000421710	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SNAPC3	ENSG00000164975	ENST00000610884	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SNAPC3	ENSG00000164975	ENST00000892142	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SNAPC3	ENSG00000164975	ENST00000892143	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SNAPC3	ENSG00000164975	ENST00000965147	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SNAPC3	ENSG00000164975	ENST00000965148	protein_coding	0	0	0	1	0	0	1	0	0	0	0
SOHLH1	ENSG00000165643	ENST00000298466	protein_coding	0	1	0	0	0	0	1	0	1	0	0
SOHLH1	ENSG00000165643	ENST00000425225	protein_coding	0	1	0	0	0	0	1	0	1	0	0
SOHLH1	ENSG00000165643	ENST00000673731	protein_coding	0	1	0	0	0	0	1	0	1	0	0
SOHLH1	ENSG00000165643	ENST00000950496	protein_coding	0	1	0	0	0	0	1	0	1	0	0
SPATA31A1	ENSG00000204849	ENST00000377647	protein_coding	0	0	1	0	0	0	0	1	0	0	0
SPATA31A3	ENSG00000275969	ENST00000428649	protein_coding	0	0	1	0	0	0	0	1	0	0	0
SPATA31A6	ENSG00000185775	ENST00000332857	protein_coding	0	0	1	1	0	0	1	1	0	0	0
SPATA31D1	ENSG00000214929	ENST00000344803	protein_coding	0	1	0	0	0	0	0	0	0	0	1
SPATA31E1	ENSG00000177992	ENST00000325643	protein_coding	0	0	2	0	0	0	0	2	0	0	0
SPATA31G1	ENSG00000174038	ENST00000312292	protein_coding	0	0	1	0	0	0	0	1	0	0	0
SPATA31G1	ENSG00000174038	ENST00000354479	protein_coding	0	0	1	0	0	0	0	1	0	0	0
SPATA31G1	ENSG00000174038	ENST00000378745	protein_coding	0	0	1	0	0	0	0	1	0	0	0
SPATA31G1	ENSG00000174038	ENST00000421362	protein_coding	0	0	1	0	0	0	0	1	0	0	0
SPTAN1	ENSG00000197694	ENST00000358161	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000372731	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000372739	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000627441	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000630804	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000630866	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000637032	protein_coding	0	0	1	0	0	0	0	1	0	0	0
SPTAN1	ENSG00000197694	ENST00000704202	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000704203	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000704204	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000704205	protein_coding	0	1	0	1	0	0	1	0	0	0	1
SPTAN1	ENSG00000197694	ENST00000704206	protein_coding	0	3	0	2	0	0	2	0	0	0	3
SPTAN1	ENSG00000197694	ENST00000706487	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000853878	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000853879	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000853880	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000853881	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000853882	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000853883	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000853884	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000924806	protein_coding	0	2	0	6	0	0	6	0	0	0	2
SPTAN1	ENSG00000197694	ENST00000946108	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000946109	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000946110	protein_coding	0	4	0	4	0	0	4	0	0	0	4
SPTAN1	ENSG00000197694	ENST00000946111	protein_coding	0	4	0	4	0	0	4	0	0	0	4
STXBP1	ENSG00000136854	ENST00000373299	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000373302	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000494254	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000496504	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000625363	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000626333	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000626539	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000627871	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000636962	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000637173	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000637521	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000637953	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000647107	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000650920	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000704680	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000713765	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000713766	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000944184	protein_coding	1	0	0	0	0	0	0	0	0	1	0
STXBP1	ENSG00000136854	ENST00000944185	protein_coding	1	0	0	0	0	0	0	0	0	1	0
