NCBI GeneID	Gene Type	Common Name	Description	Symbol	Synonyms	Taxonomic ID	Taxonomic Name
116856725	PROTEIN_CODING	Northern American river otter	sonic hedgehog signaling molecule	SHH		76717	Lontra canadensis
118580869	PROTEIN_CODING	southern grasshopper mouse	sonic hedgehog signaling molecule	Shh		38674	Onychomys torridus
102932065	PROTEIN_CODING	Green sea turtle	sonic hedgehog signaling molecule	SHH		8469	Chelonia mydas
104288048	PROTEIN_CODING	killdeer	sonic hedgehog signaling molecule	SHH		50402	Charadrius vociferus
110579735	PROTEIN_CODING	Hawaiian monk seal	sonic hedgehog signaling molecule	SHH		29088	Neomonachus schauinslandi
121159271	PROTEIN_CODING	black-lipped pika	sonic hedgehog signaling molecule	SHH		130825	Ochotona curzoniae
308217320	PROTEIN_CODING	Mauritius parakeet	sonic hedgehog signaling molecule	SHH		232653	Psittacula echo
122674862	PROTEIN_CODING	red deer	sonic hedgehog signaling molecule	SHH		9860	Cervus elaphus
102383680	PROTEIN_CODING	Chinese alligator	sonic hedgehog signaling molecule	SHH		38654	Alligator sinensis
138809974	PROTEIN_CODING	Merriam's kangaroo rat	sonic hedgehog signaling molecule	Shh		94247	Dipodomys merriami
104125281	PROTEIN_CODING	little egret	sonic hedgehog signaling molecule	SHH		188379	Egretta garzetta
107303327	PROTEIN_CODING	brown spotted pit viper	sonic hedgehog signaling molecule	SHH		103944	Protobothrops mucrosquamatus
116439510	PROTEIN_CODING	New Caledonian crow	sonic hedgehog signaling molecule	SHH		1196302	Corvus moneduloides
117073036	PROTEIN_CODING	Francois's langur	sonic hedgehog signaling molecule	SHH		54180	Trachypithecus francoisi
132886489	PROTEIN_CODING	lesser salmon catfish	sonic hedgehog signaling molecule a	shha		443677	Neoarius graeffei
138204339	PROTEIN_CODING	black perch	sonic hedgehog signaling molecule a	shha		100190	Embiotoca jacksoni
308246404	PROTEIN_CODING	brown big-eared bat	sonic hedgehog signaling molecule	SHH		61862	Plecotus auritus
111557492	PROTEIN_CODING	domestic cat	sonic hedgehog signaling molecule	SHH		9685	Felis catus
310908366	PROTEIN_CODING	silver-eye	sonic hedgehog signaling molecule	SHH		43581	Zosterops lateralis
144209741	PROTEIN_CODING	wide-bodied pipefish	sonic hedgehog signaling molecule a	shha		161582	Stigmatopora nigra
142592969	PROTEIN_CODING	Dalmatian pelican	sonic hedgehog signaling molecule	SHH		36300	Pelecanus crispus
133492544	PROTEIN_CODING	alligator pipefish	sonic hedgehog signaling molecule a	shha		300417	Syngnathoides biaculeatus
116527795	PROTEIN_CODING	tufted capuchin	sonic hedgehog signaling molecule	SHH		9515	Sapajus apella
111944497	PROTEIN_CODING	blue tit	sonic hedgehog signaling molecule	SHH		156563	Cyanistes caeruleus
133423502	PROTEIN_CODING	Pacific saury	sonic hedgehog signaling molecule a	shha		129043	Cololabis saira
138261785	PROTEIN_CODING	Iberian ribbed newt	sonic hedgehog signaling molecule	SHH		8319	Pleurodeles waltl
105298927	PROTEIN_CODING	large flying fox	sonic hedgehog signaling molecule	SHH		132908	Pteropus vampyrus
104298543	PROTEIN_CODING	Downy woodpecker	sonic hedgehog signaling molecule	SHH		118200	Dryobates pubescens
133932403	PROTEIN_CODING	European flounder	sonic hedgehog signaling molecule a	shha		8260	Platichthys flesus
308266921	PROTEIN_CODING	hazel dormouse	sonic hedgehog signaling molecule	SHH		39082	Muscardinus avellanarius
124523508	PROTEIN_CODING	bobcat	sonic hedgehog signaling molecule	SHH		61384	Lynx rufus
144672702	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		57982	Cetorhinus maximus
309381391	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		2025560	Natrix helvetica
311355495	PROTEIN_CODING	blue whiting	sonic hedgehog signaling molecule a	shha		81636	Micromesistius poutassou
116569238	PROTEIN_CODING	ermine	sonic hedgehog signaling molecule	SHH		36723	Mustela erminea
122938586	PROTEIN_CODING	Asiatic toad	sonic hedgehog signaling molecule	SHH		30331	Bufo gargarizans
117654749	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		94885	Pantherophis guttatus
101807935	PROTEIN_CODING	Collared flycatcher	sonic hedgehog signaling molecule	SHH		59894	Ficedula albicollis
118712271	PROTEIN_CODING	Kuhl's pipistrelle	sonic hedgehog signaling molecule	SHH		59472	Pipistrellus kuhlii
306751046	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		61643	Taurulus bubalis
142028597	PROTEIN_CODING	common buzzard	sonic hedgehog signaling molecule	SHH		30397	Buteo buteo
110141398	PROTEIN_CODING	white-tailed deer	sonic hedgehog signaling molecule	SHH		9874	Odocoileus virginianus
138595782	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		241346	Semicossyphus pulcher
119533874	PROTEIN_CODING	southern two-toed sloth	sonic hedgehog signaling molecule	SHH		27675	Choloepus didactylus
126643955	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		478635	Myiozetetes cayanensis
134002306	PROTEIN_CODING	Atlantic mackerel	sonic hedgehog signaling molecule a	shha		13677	Scomber scombrus
146625561	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		163623	Diplotaxodon limnothrissa
123817982	PROTEIN_CODING	greater spear-nosed bat	sonic hedgehog signaling molecule	SHH		9423	Phyllostomus hastatus
112959039	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		30464	Nothoprocta perdicaria
120941069	PROTEIN_CODING	common frog	sonic hedgehog signaling molecule	SHH		8407	Rana temporaria
307191792	PROTEIN_CODING	striped dolphin	sonic hedgehog signaling molecule	SHH		9737	Stenella coeruleoalba
100946098	PROTEIN_CODING	small-eared galago	sonic hedgehog signaling molecule	SHH		30611	Otolemur garnettii
141331895	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		137080	Garra rufa
308190187	PROTEIN_CODING	Pink-footed goose	sonic hedgehog signaling molecule	SHH		132585	Anser brachyrhynchus
140424791	PROTEIN_CODING	cloudy catshark	sonic hedgehog signaling molecule a	shha	shh	75743	Scyliorhinus torazame
131575184	PROTEIN_CODING	Black-capped chickadee	sonic hedgehog signaling molecule	SHH		48891	Poecile atricapillus
130552753	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		992332	Triplophysa rosa
120490998	PROTEIN_CODING	fathead minnow	sonic hedgehog signaling molecule a	shha		90988	Pimephales promelas
118772875	PROTEIN_CODING	Indo-Pacific tarpon	sonic hedgehog signaling molecule a	shha		118141	Megalops cyprinoides
134433532	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		1914991	Melospiza melodia melodia
136358572	PROTEIN_CODING	blackcap	sonic hedgehog signaling molecule	SHH		48155	Sylvia atricapilla
308037381	PROTEIN_CODING	pink pigeon	sonic hedgehog signaling molecule	SHH		187126	Nesoenas mayeri
310893297	PROTEIN_CODING	Domestic goose	sonic hedgehog signaling molecule	SHH		8843	Anser anser
102170201	PROTEIN_CODING	goat	sonic hedgehog signaling molecule	SHH		9925	Capra hircus
116244423	PROTEIN_CODING	ring-necked pheasant	sonic hedgehog signaling molecule	SHH		9054	Phasianus colchicus
129110923	PROTEIN_CODING	sablefish	sonic hedgehog signaling molecule a	shha		229290	Anoplopoma fimbria
105474965	PROTEIN_CODING	pig-tailed macaque	sonic hedgehog signaling molecule	SHH		9545	Macaca nemestrina
309402543	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		37045	Phaethon aethereus
127592976	PROTEIN_CODING	dwarf seahorse	sonic hedgehog signaling molecule a	shha		109293	Hippocampus zosterae
102925960	PROTEIN_CODING	prairie deer mouse	sonic hedgehog signaling molecule	Shh		230844	Peromyscus maniculatus bairdii
117388564	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		409849	Periophthalmus magnuspinnatus
139304157	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		215367	Enoplosus armatus
115411173	PROTEIN_CODING	orbiculate cardinalfish	sonic hedgehog signaling molecule a	shha	shh	375764	Sphaeramia orbicularis
104057035	PROTEIN_CODING	common cuckoo	sonic hedgehog signaling molecule	SHH		55661	Cuculus canorus
137104494	PROTEIN_CODING	northern snakehead	sonic hedgehog signaling molecule a	shha		215402	Channa argus
309493089	PROTEIN_CODING	common dace	sonic hedgehog signaling molecule a	shha		58325	Leuciscus leuciscus
103756125	PROTEIN_CODING	golden-collared manakin	sonic hedgehog signaling molecule	SHH		328815	Manacus vitellinus
115130408	PROTEIN_CODING	sockeye salmon	sonic hedgehog signaling molecule a	shha		8023	Oncorhynchus nerka
128382469	PROTEIN_CODING	chub mackerel	sonic hedgehog signaling molecule a	shha		13676	Scomber japonicus
117018290	PROTEIN_CODING	greater horseshoe bat	sonic hedgehog signaling molecule	SHH		59479	Rhinolophus ferrumequinum
113447874	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		8673	Pseudonaja textilis
103046459	PROTEIN_CODING	Mexican tetra	sonic hedgehog signaling molecule a	shha	shh	7994	Astyanax mexicanus
118321572	PROTEIN_CODING	striped sea-bass	sonic hedgehog signaling molecule a	shha		34816	Morone saxatilis
125345721	PROTEIN_CODING	Pacific pocket mouse	sonic hedgehog signaling molecule	Shh		214514	Perognathus longimembris pacificus
143674826	PROTEIN_CODING	southern tamandua	sonic hedgehog signaling molecule	SHH		48850	Tamandua tetradactyla
137229510	PROTEIN_CODING	false killer whale	sonic hedgehog signaling molecule	SHH		82174	Pseudorca crassidens
142244510	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		238106	Anomaloglossus baeobatrachus
144503150	PROTEIN_CODING	starry smooth-hound	sonic hedgehog signaling molecule a	shha		112232	Mustelus asterias
115061170	PROTEIN_CODING	live sharksucker	sonic hedgehog signaling molecule a	shha	shh	173247	Echeneis naucrates
115851619	PROTEIN_CODING	long-finned pilot whale	sonic hedgehog signaling molecule	SHH		9731	Globicephala melas
116522739	PROTEIN_CODING	Western terrestrial garter snake	sonic hedgehog signaling molecule	SHH		35005	Thamnophis elegans
119008225	PROTEIN_CODING	yellowfin seabream	sonic hedgehog signaling molecule a	shha		8177	Acanthopagrus latus
308644056	PROTEIN_CODING	European ground squirrel	sonic hedgehog signaling molecule	SHH		9997	Spermophilus citellus
309419131	PROTEIN_CODING	Canada goose	sonic hedgehog signaling molecule	SHH		8853	Branta canadensis
105818206	PROTEIN_CODING	Coquerel's sifaka	sonic hedgehog signaling molecule	SHH		379532	Propithecus coquereli
102570851	PROTEIN_CODING	American alligator	sonic hedgehog signaling molecule	SHH		8496	Alligator mississippiensis
113910924	PROTEIN_CODING	California sea lion	sonic hedgehog signaling molecule	SHH		9704	Zalophus californianus
139153205	PROTEIN_CODING	royal ground snake	sonic hedgehog signaling molecule	SHH		121349	Erythrolamprus reginae
143474940	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		698409	Brachyhypopomus gauderio
101719896	PROTEIN_CODING	naked mole-rat	sonic hedgehog signaling molecule	Shh		10181	Heterocephalus glaber
136128121	PROTEIN_CODING	harbor porpoise	sonic hedgehog signaling molecule	SHH		9742	Phocoena phocoena
106038889	PROTEIN_CODING	Swan goose	sonic hedgehog signaling molecule	SHH		8845	Anser cygnoides
127564650	PROTEIN_CODING	yellow-footed antechinus	sonic hedgehog signaling molecule	SHH		38775	Antechinus flavipes
130249998	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		2939378	Oenanthe melanoleuca
136651893	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		71010	Tiliqua scincoides
100049186	PROTEIN_CODING	Japanese medaka	sonic hedgehog signaling molecule a	shha	shh	8090	Oryzias latipes
103901040	PROTEIN_CODING	emperor penguin	sonic hedgehog signaling molecule	SHH		9233	Aptenodytes forsteri
136557348	PROTEIN_CODING	bronzed cowbird	sonic hedgehog signaling molecule	SHH		84833	Molothrus aeneus
311249330	PROTEIN_CODING	common seabream	sonic hedgehog signaling molecule a	shha		8173	Pagrus pagrus
125881715	PROTEIN_CODING	brown-marbled grouper	sonic hedgehog signaling molecule a	shha		293821	Epinephelus fuscoguttatus
129337960	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		481883	Eublepharis macularius
129476903	PROTEIN_CODING	siamang	sonic hedgehog signaling molecule	SHH		9590	Symphalangus syndactylus
131197515	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		499056	Ahaetulla prasina
106929395	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha	shh	48701	Poecilia mexicana
141983294	PROTEIN_CODING	flatback sea turtle	sonic hedgehog signaling molecule	SHH		27790	Natator depressus
119147258	PROTEIN_CODING	gyrfalcon	sonic hedgehog signaling molecule	SHH		120794	Falco rusticolus
131508344	PROTEIN_CODING	Clouded leopard	sonic hedgehog signaling molecule	SHH		61452	Neofelis nebulosa
135185737	PROTEIN_CODING	Red-fronted tinkerbird	sonic hedgehog signaling molecule	SHH		488313	Pogoniulus pusillus
307116762	PROTEIN_CODING	gudgeon	sonic hedgehog signaling molecule a	shha		27704	Gobio gobio
147231880	PROTEIN_CODING	bluespotted cornetfish	sonic hedgehog signaling molecule a	shha		215343	Fistularia commersonii
101987276	PROTEIN_CODING	prairie vole	sonic hedgehog signaling molecule	Shh		79684	Microtus ochrogaster
120230892	PROTEIN_CODING	striped hyena	sonic hedgehog signaling molecule	SHH		95912	Hyaena hyaena
102312445	PROTEIN_CODING	Burton's mouthbrooder	sonic hedgehog signaling molecule a	shha	shh	8153	Haplochromis burtoni
134066325	PROTEIN_CODING	European sardine	sonic hedgehog signaling molecule a	shha		27697	Sardina pilchardus
122866972	PROTEIN_CODING	mandarin fish	sonic hedgehog signaling molecule a	shha		119488	Siniperca chuatsi
120308942	PROTEIN_CODING	Tiger rattlesnake	sonic hedgehog signaling molecule	SHH		88082	Crotalus tigris
146440782	PROTEIN_CODING	helmeted honeyeater	sonic hedgehog signaling molecule	SHH		1497555	Lichenostomus cassidix
106957868	PROTEIN_CODING	sailfin molly	sonic hedgehog signaling molecule a	shha	shh	48699	Poecilia latipinna
307199219	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		1330250	Podarcis cretensis
136957605	PROTEIN_CODING	rainbow smelt	sonic hedgehog signaling molecule a	shha		8014	Osmerus mordax
308062340	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		148596	Falco punctatus
131422650	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		77932	Diceros bicornis minor
121960752	PROTEIN_CODING	leopard coralgrouper	sonic hedgehog signaling molecule a	shha		160734	Plectropomus leopardus
128497049	PROTEIN_CODING	plains spadefoot toad	sonic hedgehog signaling molecule	SHH		233779	Spea bombifrons
101117666	PROTEIN_CODING	sheep	sonic hedgehog signaling molecule	SHH		9940	Ovis aries
101639628	PROTEIN_CODING	small Madagascar hedgehog	sonic hedgehog signaling molecule	SHH		9371	Echinops telfairi
114055534	PROTEIN_CODING	willow flycatcher	sonic hedgehog signaling molecule	SHH		164674	Empidonax traillii
101146888	PROTEIN_CODING	western lowland gorilla	sonic hedgehog signaling molecule	SHH		9595	Gorilla gorilla gorilla
102683393	PROTEIN_CODING	spotted gar	sonic hedgehog signaling molecule a	shha	shh	7918	Lepisosteus oculatus
102747361	PROTEIN_CODING	Weddell seal	sonic hedgehog signaling molecule	SHH		9713	Leptonychotes weddellii
110223909	PROTEIN_CODING	koala	sonic hedgehog signaling molecule	SHH		38626	Phascolarctos cinereus
128099213	PROTEIN_CODING		sonic hedgehog signaling molecule	Shh		564181	Peromyscus californicus insignis
128801455	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		81927	Vidua chalybeata
103356586	PROTEIN_CODING	bicolor damselfish	sonic hedgehog signaling molecule a	shha	shh	144197	Stegastes partitus
102120970	PROTEIN_CODING	crab-eating macaque	sonic hedgehog signaling molecule	SHH		9541	Macaca fascicularis
310660989	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		65485	Podarcis tiliguerta
107308849	PROTEIN_CODING	Japanese quail	sonic hedgehog signaling molecule	SHH		93934	Coturnix japonica
136045542	PROTEIN_CODING	Montezuma quail	sonic hedgehog signaling molecule	SHH		9017	Cyrtonyx montezumae
308561391	PROTEIN_CODING	Schreibers' long-fingered bat	sonic hedgehog signaling molecule	SHH		9433	Miniopterus schreibersii
308492762	PROTEIN_CODING	lesser horseshoe bat	sonic hedgehog signaling molecule	SHH		77218	Rhinolophus hipposideros
137149303	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		1129001	Emydura macquarii macquarii
308385485	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		454631	Rhamphochromis sp. 'chilingali'
104339058	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		30419	Opisthocomus hoazin
121276330	PROTEIN_CODING	great white shark	sonic hedgehog signaling molecule a	shha		13397	Carcharodon carcharias
124470390	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		137520	Hypomesus transpacificus
131108753	PROTEIN_CODING	bluestripe pipefish	sonic hedgehog signaling molecule a	shha		161450	Doryrhamphus excisus
139625230	PROTEIN_CODING	oyster pompano	sonic hedgehog signaling molecule a	shha		443729	Trachinotus anak
143157540	PROTEIN_CODING	king penguin	sonic hedgehog signaling molecule	SHH		9234	Aptenodytes patagonicus
132371327	PROTEIN_CODING	Rice's whale	sonic hedgehog signaling molecule	SHH		2746895	Balaenoptera ricei
29499	PROTEIN_CODING	Norway rat	sonic hedgehog signaling molecule	Shh	ShhNC	10116	Rattus norvegicus
123647279	PROTEIN_CODING	Ring-tailed lemur	sonic hedgehog signaling molecule	SHH		9447	Lemur catta
135874564	PROTEIN_CODING	European pond turtle	sonic hedgehog signaling molecule	SHH		82168	Emys orbicularis
121200772	PROTEIN_CODING	banded archerfish	sonic hedgehog signaling molecule a	shha		941984	Toxotes jaculatrix
108896315	PROTEIN_CODING	barramundi perch	sonic hedgehog signaling molecule a	shha	shh	8187	Lates calcarifer
100925029	PROTEIN_CODING	Tasmanian devil	sonic hedgehog signaling molecule	SHH		9305	Sarcophilus harrisii
134883775	PROTEIN_CODING	Patagonian blennie	sonic hedgehog signaling molecule a	shha		56733	Eleginops maclovinus
141933768	PROTEIN_CODING	Tawny owl	sonic hedgehog signaling molecule	SHH		111821	Strix aluco
306912896	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		206093	Electrona antarctica
146511495	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		420107	Neolamprologus multifasciatus
101912554	PROTEIN_CODING	peregrine falcon	sonic hedgehog signaling molecule	SHH		8954	Falco peregrinus
100081692	PROTEIN_CODING	platypus	sonic hedgehog signaling molecule	SHH		9258	Ornithorhynchus anatinus
113477267	PROTEIN_CODING	burrowing owl	sonic hedgehog signaling molecule	SHH		194338	Athene cunicularia
130576410	PROTEIN_CODING	red-backed fairy wren	sonic hedgehog signaling molecule	SHH		175006	Malurus melanocephalus
118826614	PROTEIN_CODING	tambaqui	sonic hedgehog signaling molecule a	shha		42526	Colossoma macropomum
129552183	PROTEIN_CODING	Chinese forest musk deer	sonic hedgehog signaling molecule	SHH		68408	Moschus berezovskii
308443451	PROTEIN_CODING	common goldeneye	sonic hedgehog signaling molecule	SHH		107022	Bucephala clangula
102040849	PROTEIN_CODING	medium ground-finch	sonic hedgehog signaling molecule	SHH		48883	Geospiza fortis
136171109	PROTEIN_CODING	Reeves' muntjac	sonic hedgehog signaling molecule	SHH		9886	Muntiacus reevesi
140907790	PROTEIN_CODING	Atlantic ridley	sonic hedgehog signaling molecule	SHH		8472	Lepidochelys kempii
100669796	PROTEIN_CODING	African savanna elephant	sonic hedgehog signaling molecule	SHH		9785	Loxodonta africana
143009050	PROTEIN_CODING	pink cusk-eel	sonic hedgehog signaling molecule a	shha		154954	Genypterus blacodes
104951474	PROTEIN_CODING	black rockcod	sonic hedgehog signaling molecule a	shha	shh	8208	Notothenia coriiceps
128973748	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		1002788	Indicator indicator
102254867	PROTEIN_CODING	Brandt's bat	sonic hedgehog signaling molecule	SHH		109478	Myotis brandtii
118679449	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		51298	Myotis myotis
128046961	PROTEIN_CODING	takin	sonic hedgehog signaling molecule	SHH		37181	Budorcas taxicolor
115817055	PROTEIN_CODING	milkfish	sonic hedgehog signaling molecule a	shha	shh	29144	Chanos chanos
101868624	PROTEIN_CODING	budgerigar	sonic hedgehog signaling molecule	SHH		13146	Melopsittacus undulatus
130514035	PROTEIN_CODING	sansaifugu	sonic hedgehog signaling molecule a	shha		433684	Takifugu flavidus
101468555	PROTEIN_CODING	zebra mbuna	sonic hedgehog signaling molecule a	shha	shh	106582	Maylandia zebra
139674458	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		3385563	Pithys albifrons albifrons
309591009	PROTEIN_CODING	Eurasian spoonbill	sonic hedgehog signaling molecule	SHH		257867	Platalea leucorodia
311079117	PROTEIN_CODING	common bream	sonic hedgehog signaling molecule a	shha		38527	Abramis brama
102412043	PROTEIN_CODING	water buffalo	sonic hedgehog signaling molecule	SHH		89462	Bubalus bubalis
125448496	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		3053191	Stegostoma tigrinum
118091980	PROTEIN_CODING	common lizard	sonic hedgehog signaling molecule	SHH		8524	Zootoca vivipara
125985830	PROTEIN_CODING	Gulf pipefish	sonic hedgehog signaling molecule a	shha		161590	Syngnathus scovelli
128905513	PROTEIN_CODING	black-legged kittiwake	sonic hedgehog signaling molecule	SHH		75485	Rissa tridactyla
306800691	PROTEIN_CODING	European robin	sonic hedgehog signaling molecule	SHH		37610	Erithacus rubecula
102882514	PROTEIN_CODING	black flying fox	sonic hedgehog signaling molecule	SHH		9402	Pteropus alecto
110489984	PROTEIN_CODING	rainbow trout	sonic hedgehog signaling molecule a	shha		8022	Oncorhynchus mykiss
141957833	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		126797	Athene noctua
105534384	PROTEIN_CODING	drill	sonic hedgehog signaling molecule	SHH		9568	Mandrillus leucophaeus
122236353	PROTEIN_CODING	tiger	sonic hedgehog signaling molecule	SHH		9694	Panthera tigris
122488366	PROTEIN_CODING	leopard cat	sonic hedgehog signaling molecule	SHH		37029	Prionailurus bengalensis
111237885	PROTEIN_CODING	greater amberjack	sonic hedgehog signaling molecule a	shha	shh	41447	Seriola dumerili
111154521	PROTEIN_CODING	northern sea otter	sonic hedgehog signaling molecule	SHH		391180	Enhydra lutris kenyoni
309827203	PROTEIN_CODING	Risso's dolphin	sonic hedgehog signaling molecule	SHH		83653	Grampus griseus
306793882	PROTEIN_CODING	limp eelpout	sonic hedgehog signaling molecule a	shha		1091424	Melanostigma gelatinosum
123835872	PROTEIN_CODING	Northern elephant seal	sonic hedgehog signaling molecule	SHH		9716	Mirounga angustirostris
132452818	PROTEIN_CODING	Pacific cod	sonic hedgehog signaling molecule a	shha		80720	Gadus macrocephalus
139366778	PROTEIN_CODING	westslope cutthroat trout	sonic hedgehog signaling molecule a	shha		490388	Oncorhynchus clarkii lewisi
311600374	PROTEIN_CODING	Crete spiny mouse	sonic hedgehog signaling molecule	SHH		83528	Acomys minous
6469	PROTEIN_CODING	human	sonic hedgehog signaling molecule	SHH	TPT,HHG1,HLP3,HPE3,SMMCI,ShhNC,TPTPS,MCOPCB5	9606	Homo sapiens
102444691	PROTEIN_CODING	Chinese soft-shelled turtle	sonic hedgehog signaling molecule	SHH	PsShh	13735	Pelodiscus sinensis
102836239	PROTEIN_CODING	Cape golden mole	sonic hedgehog signaling molecule	SHH		185453	Chrysochloris asiatica
131543280	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		369639	Onychostoma macrolepis
306977653	PROTEIN_CODING	black goby	sonic hedgehog signaling molecule a	shha		85417	Gobius niger
122972631	PROTEIN_CODING	yellowfin tuna	sonic hedgehog signaling molecule a	shha		8236	Thunnus albacares
101401749	PROTEIN_CODING	southern white rhinoceros	sonic hedgehog signaling molecule	LOC101401749	SHH	73337	Ceratotherium simum simum
117465828	PROTEIN_CODING	South Georgia icefish	sonic hedgehog signaling molecule a	shha		52239	Pseudochaenichthys georgianus
131829988	PROTEIN_CODING	European mink	sonic hedgehog signaling molecule	SHH		9666	Mustela lutreola
141493729	PROTEIN_CODING	bilby	sonic hedgehog signaling molecule	SHH		92651	Macrotis lagotis
114689766	PROTEIN_CODING	white-footed mouse	sonic hedgehog signaling molecule	Shh		10041	Peromyscus leucopus
310689426	PROTEIN_CODING	Columbretes wall lizard	sonic hedgehog signaling molecule	SHH		662736	Podarcis liolepis
311169062	PROTEIN_CODING	European mole	sonic hedgehog signaling molecule	SHH		9375	Talpa europaea
147041958	PROTEIN_CODING	bay pipefish	sonic hedgehog signaling molecule a	shha		161587	Syngnathus leptorhynchus
102356687	PROTEIN_CODING	coelacanth	sonic hedgehog signaling molecule a	SHHA	SHH	7897	Latimeria chalumnae
119852286	PROTEIN_CODING	leatherback sea turtle	sonic hedgehog signaling molecule	SHH		27794	Dermochelys coriacea
307244758	PROTEIN_CODING	John dory	sonic hedgehog signaling molecule a	shha		64108	Zeus faber
119808182	PROTEIN_CODING	Eurasian water vole	sonic hedgehog signaling molecule	Shh		1047088	Arvicola amphibius
136586489	PROTEIN_CODING	Puerto Rican coqui	sonic hedgehog signaling molecule	SHH	Shh1	57060	Eleutherodactylus coqui
127570626	PROTEIN_CODING	smalltooth sawfish	sonic hedgehog signaling molecule a	shha		685728	Pristis pectinata
308143957	PROTEIN_CODING	butterfly blenny	sonic hedgehog signaling molecule a	shha		195075	Blennius ocellaris
141470977	PROTEIN_CODING	Eurasian curlew	sonic hedgehog signaling molecule	SHH		31919	Numenius arquata
311206145	PROTEIN_CODING	red-crested pochard	sonic hedgehog signaling molecule	SHH		30387	Netta rufina
146345168	PROTEIN_CODING	Gila monster	sonic hedgehog signaling molecule	SHH		8554	Heloderma suspectum
117872034	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		31138	Trachemys scripta elegans
132496167	PROTEIN_CODING	Blainville's beaked whale	sonic hedgehog signaling molecule	SHH		48708	Mesoplodon densirostris
309810492	PROTEIN_CODING	True's beaked whale	sonic hedgehog signaling molecule	SHH		52113	Mesoplodon mirus
125117692	PROTEIN_CODING	Common warthog	sonic hedgehog signaling molecule	SHH		41426	Phacochoerus africanus
107518868	PROTEIN_CODING	Egyptian rousette	sonic hedgehog signaling molecule	SHH		9407	Rousettus aegyptiacus
118900452	PROTEIN_CODING	blue whale	sonic hedgehog signaling molecule	SHH		9771	Balaenoptera musculus
147241528	PROTEIN_CODING	Chinese trumpetfish	sonic hedgehog signaling molecule a	shha		150448	Aulostomus chinensis
117937514	PROTEIN_CODING	Arkansas darter	sonic hedgehog signaling molecule a	shha		417921	Etheostoma cragini
115901364	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		87175	Camarhynchus parvulus
123249854	PROTEIN_CODING	Agile Gracile Mouse Opossum	sonic hedgehog signaling molecule	SHH		191870	Gracilinanus agilis
137349894	PROTEIN_CODING	horn shark	sonic hedgehog signaling molecule a	shha		7792	Heterodontus francisci
129203597	PROTEIN_CODING	Whooping crane	sonic hedgehog signaling molecule	SHH		9117	Grus americana
145524804	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		439328	Giraffa tippelskirchi
307088746	PROTEIN_CODING	pollack	sonic hedgehog signaling molecule a	shha		185739	Pollachius pollachius
103125507	PROTEIN_CODING	western European hedgehog	sonic hedgehog signaling molecule	SHH		9365	Erinaceus europaeus
123020817	PROTEIN_CODING	Komodo dragon	sonic hedgehog signaling molecule	SHH		61221	Varanus komodoensis
124386987	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		175797	Silurus meridionalis
306712393	PROTEIN_CODING	rock gunnel	sonic hedgehog signaling molecule a	shha		56726	Pholis gunnellus
