sample	top_taxonomy_name	identity	shared_hashes	median_multiplicity	pvalue	full_taxonomy	taxonomic_subspecies	taxonomic_species	taxonomic_genus	taxonomic_family	taxonomic_order	taxonomic_class	taxonomic_phylum	taxonomic_kingdom	taxonomic_superkingdom	subspecies	serovar	plasmid	bioproject	biosample	taxid	assembly_accession	match_id	taxonomic_parvorder	taxonomic_tribe	taxonomic_suborder	taxonomic_infraorder	taxonomic_subfamily	taxonomic_superorder	taxonomic_subphylum	match_comment	taxonomic_superfamily
unmapped	Antilocapra americana	0.817765	16/400	3	1.70114e-40	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Antilocapridae; Antilocapra; americana		Antilocapra americana	Antilocapra	Antilocapridae		Mammalia	Chordata	Metazoa	Eukaryota				PRJNA193954		9891		./rcn/refseq-NC-9891-PRJNA193954-.-.-.-Antilocapra_americana.fna			Ruminantia	Pecora		Laurasiatheria	Craniata		
unmapped	Naemorhedus griseus	0.814473	15/400	5	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Naemorhedus; griseus		Naemorhedus griseus	Naemorhedus	Bovidae		Mammalia	Chordata	Metazoa	Eukaryota				PRJNA194009		561742		./rcn/refseq-NC-561742-PRJNA194009-.-.-.-Naemorhedus_griseus.fna			Ruminantia	Pecora	Caprinae	Laurasiatheria	Craniata		
unmapped	Pteronotus parnellii	0.814473	15/400	5	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Mormoopidae; Pteronotus; parnellii		Pteronotus parnellii	Pteronotus	Mormoopidae	Chiroptera	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA236263		59476		./rcn/refseq-NC-59476-PRJNA236263-.-.-.-Pteronotus_parnellii.fna			Microchiroptera			Laurasiatheria	Craniata		
unmapped	Nandinia binotata	0.814473	15/400	5	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Nandiniidae; Nandinia; binotata		Nandinia binotata	Nandinia	Nandiniidae	Carnivora	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA256391		71115		./rcn/refseq-NC-71115-PRJNA256391-.-.-.-Nandinia_binotata.fna			Feliformia			Laurasiatheria	Craniata		
unmapped	Cercocebus torquatus	0.814473	15/400	4	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Cercocebus; torquatus		Cercocebus torquatus	Cercocebus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA244209		9530		./rcn/refseq-NC-9530-PRJNA244209-.-.-.-Cercocebus_torquatus.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Rattus fuscipes	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus; fuscipes		Rattus fuscipes	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA61681		10119		./rcn/refseq-NC-10119-PRJNA61681-.-.-.-Rattus_fuscipes.fna			Myomorpha		Murinae	Euarchontoglires	Craniata		
unmapped	Gazella erlangeri	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Gazella; erlangeri		Gazella erlangeri	Gazella	Bovidae		Mammalia	Chordata	Metazoa	Eukaryota				PRJNA193812		1088686		./rcn/refseq-NC-1088686-PRJNA193812-.-.-.-Gazella_erlangeri.fna			Ruminantia	Pecora	Antilopinae	Laurasiatheria	Craniata		
unmapped	Coelodonta antiquitatis	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Coelodonta; antiquitatis		Coelodonta antiquitatis	Coelodonta	Rhinocerotidae	Perissodactyla	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA37987		222863		./rcn/refseq-NC-222863-PRJNA37987-.-.-.-Coelodonta_antiquitatis.fna						Laurasiatheria	Craniata		
unmapped	Trachypithecus germaini	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Trachypithecus; germaini		Trachypithecus germaini	Trachypithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA182677		271260		./rcn/refseq-NC-271260-PRJNA182677-.-.-.-Trachypithecus_germaini.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Kogia breviceps	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Cetartiodactyla; Cetacea; Odontoceti; Physeteridae; Kogia; breviceps		Kogia breviceps	Kogia	Physeteridae	Cetacea	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA12188		27615		./rcn/refseq-NC-27615-PRJNA12188-.-.-.-Kogia_breviceps.fna			Odontoceti			Laurasiatheria	Craniata		
unmapped	Gazella gazella	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Gazella; gazella		Gazella gazella	Gazella	Bovidae		Mammalia	Chordata	Metazoa	Eukaryota				PRJNA193962		69302		./rcn/refseq-NC-69302-PRJNA193962-.-.-.-Gazella_gazella.fna			Ruminantia	Pecora	Antilopinae	Laurasiatheria	Craniata		
unmapped	Presbytis melalophos	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Presbytis; melalophos		Presbytis melalophos	Presbytis	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA17211		78451		./rcn/refseq-NC-78451-PRJNA17211-.-.-.-Presbytis_melalophos.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Okapia johnstoni	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Giraffidae; Okapia; johnstoni		Okapia johnstoni	Okapia	Giraffidae		Mammalia	Chordata	Metazoa	Eukaryota				PRJNA193928		86973		./rcn/refseq-NC-86973-PRJNA193928-.-.-.-Okapia_johnstoni.fna			Ruminantia	Pecora		Laurasiatheria	Craniata		
unmapped	Semnopithecus entellus	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Semnopithecus; entellus		Semnopithecus entellus	Semnopithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA17213		88029		./rcn/refseq-NC-88029-PRJNA17213-.-.-.-Semnopithecus_entellus.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Ateles belzebuth	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Atelidae; Atelinae; Ateles; belzebuth		Ateles belzebuth	Ateles	Atelidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA183470		9507		./rcn/refseq-NC-9507-PRJNA183470-.-.-.-Ateles_belzebuth.fna	Platyrrhini		Haplorrhini	Simiiformes	Atelinae	Euarchontoglires	Craniata		
unmapped	Chlorocebus aethiops	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus; aethiops		Chlorocebus aethiops	Chlorocebus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA13893		9534		./rcn/refseq-NC-9534-PRJNA13893-.-.-.-Chlorocebus_aethiops.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Tremarctos ornatus	0.814473	15/400	3	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Tremarctos; ornatus		Tremarctos ornatus	Tremarctos	Ursidae	Carnivora	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA27809		9638		./rcn/refseq-NC-9638-PRJNA27809-.-.-.-Tremarctos_ornatus.fna			Caniformia			Laurasiatheria	Craniata		
unmapped	Sapajus xanthosternos	0.814473	15/400	2	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Cebinae; Sapajus; xanthosternos		Sapajus xanthosternos	Sapajus	Cebidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA214405		174599		./rcn/refseq-NC-174599-PRJNA214405-.-.-.-Sapajus_xanthosternos.fna	Platyrrhini		Haplorrhini	Simiiformes	Cebinae	Euarchontoglires	Craniata		
unmapped	Balaenoptera bonaerensis	0.814473	15/400	2	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Cetartiodactyla; Cetacea; Mysticeti; Balaenopteridae; Balaenoptera; bonaerensis		Balaenoptera bonaerensis	Balaenoptera	Balaenopteridae	Cetacea	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA13734		33556		./rcn/refseq-NC-33556-PRJNA13734-.-.-.-Balaenoptera_bonaerensis.fna			Mysticeti			Laurasiatheria	Craniata		
unmapped	Trachypithecus obscurus	0.814473	15/400	2	1.2465399999999998e-37	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Trachypithecus; obscurus		Trachypithecus obscurus	Trachypithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA13717		54181		./rcn/refseq-NC-54181-PRJNA13717-.-.-.-Trachypithecus_obscurus.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Rattus sordidus	0.8109689999999999	14/400	5	8.54121e-35	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus; sordidus		Rattus sordidus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA61739		10120		./rcn/refseq-NC-10120-PRJNA61739-.-.-.-Rattus_sordidus.fna			Myomorpha		Murinae	Euarchontoglires	Craniata		
unmapped	Rattus tanezumi	0.8109689999999999	14/400	5	8.54121e-35	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus; tanezumi		Rattus tanezumi	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA33109		35732		./rcn/refseq-NC-35732-PRJNA33109-.-.-.-Rattus_tanezumi.fna			Myomorpha		Murinae	Euarchontoglires	Craniata		
unmapped	Gazella dorcas	0.8109689999999999	14/400	5	8.54121e-35	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Gazella; dorcas		Gazella dorcas	Gazella	Bovidae		Mammalia	Chordata	Metazoa	Eukaryota				PRJNA193843		37751		./rcn/refseq-NC-37751-PRJNA193843-.-.-.-Gazella_dorcas.fna			Ruminantia	Pecora	Antilopinae	Laurasiatheria	Craniata		
unmapped	Pteromys volans	0.8109689999999999	14/400	5	8.54121e-35	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Sciurinae; Pteromyini; Pteromys; volans		Pteromys volans	Pteromys	Sciuridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA182642		55152		./rcn/refseq-NC-55152-PRJNA182642-.-.-.-Pteromys_volans.fna		Pteromyini	Sciuromorpha		Sciurinae	Euarchontoglires	Craniata		
unmapped	Redunca fulvorufula	0.8109689999999999	14/400	5	8.54121e-35	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Reduncinae; Redunca; fulvorufula		Redunca fulvorufula	Redunca	Bovidae		Mammalia	Chordata	Metazoa	Eukaryota				PRJNA194028		59555		./rcn/refseq-NC-59555-PRJNA194028-.-.-.-Redunca_fulvorufula.fna			Ruminantia	Pecora	Reduncinae	Laurasiatheria	Craniata		
unmapped	Mogera wogura	0.8109689999999999	14/400	5	8.54121e-35	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Insectivora; Talpidae; Mogera; wogura		Mogera wogura	Mogera	Talpidae	Insectivora	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA12168		62295		./rcn/refseq-NC-62295-PRJNA12168-.-.-.-Mogera_wogura.fna						Laurasiatheria	Craniata		
