# candidates have max_abs_usage_delta >= 0.25
rank	gene_id	gene_symbol	expressed_isoforms	sampleA_gene_NumReads	sampleB_gene_NumReads	max_abs_usage_delta	total_variation	top_transcript	top_sampleA_usage	top_sampleB_usage	top_sampleA_NumReads	top_sampleB_NumReads	top_sampleA_TPM	top_sampleB_TPM	top_log2FC_normalized_reads	top_usage_delta_sampleB_minus_A
387	ENSG00000188906.9	LRRK2	2	43	26	0.383279	0.383279	ENST00000430804	0.383279	0	16.481	0	14.2832	0	-7.49043	-0.383279
388	ENSG00000138041.11	SMEK2	3	30	31	0.381967	0.381967	ENST00000345102	0.381967	0	11.459	0	14.7733	0	-6.96962	-0.381967
389	ENSG00000015479.13	MATR3	7	99	117.999	0.380919	0.595608	ENST00000361059	0.380919	0	37.711	0	53.3837	0	-8.68009	-0.380919
390	ENSG00000176890.11	TYMS	2	43.898	45	0.380177	0.380177	ENST00000323224	0.380177	0	16.689	0	82.5917	0	-7.50842	-0.380177
391	ENSG00000165119.14	HNRNPK	6	196.999	206	0.378282	0.510662	ENST00000376281	0	0.378282	0	77.926	0	181.517	9.73489	0.378282
392	ENSG00000198589.6	LRBA	2	68	60	0.375956	0.375956	ENST00000509835	0.375956	0	25.565	0	25.5736	0	-8.12094	-0.375956
393	ENSG00000010292.8	NCAPD2	3	47.001	49.936	0.374201	0.374201	ENST00000539084	0.28276	0.656961	13.29	32.806	17.5325	50.6552	1.30718	0.374201
394	ENSG00000054654.11	SYNE2	5	54	37	0.373703	0.430351	ENST00000555002	0	0.373703	0	13.827	0	7.64513	7.2481	0.373703
395	ENSG00000198586.9	TLK1	3	33	43	0.372349	0.372349	ENST00000431350	0	0.372349	0	16.011	0	18.4516	7.45838	0.372349
396	ENSG00000095787.17	WAC	4	47.053	40	0.3716	0.495346	ENST00000347934	0	0.3716	0	14.864	0	35.8147	7.35177	0.3716
397	ENSG00000113522.9	RAD50	4	31	48	0.371581	0.371581	ENST00000533482	0.371581	0	11.519	0	14.8904	0	-6.97709	-0.371581
398	ENSG00000115216.9	NRBP1	3	32	21	0.368781	0.368781	ENST00000379852	0.791781	0.423	25.337	8.883	70.5924	28.9675	-1.49306	-0.368781
399	ENSG00000107036.7	KIAA1432	3	29	30	0.368241	0.368241	ENST00000545641	0.368241	0	10.679	0	15.1866	0	-6.86876	-0.368241
400	ENSG00000089280.14	FUS	2	51	68	0.368225	0.368225	ENST00000254108	0.817078	0.448853	41.671	30.522	123.115	105.54	-0.438551	-0.368225
401	ENSG00000119335.12	SET	3	114	130.001	0.366533	0.366533	ENST00000372692	0.208009	0.574542	23.713	74.691	48.6093	179.2	1.66094	0.366533
402	ENSG00000008952.12	SEC62	2	43	57	0.365911	0.365911	ENST00000337002	0.551721	0.917632	23.724	52.305	20.0137	51.6423	1.14704	0.365911
403	ENSG00000175482.4	POLD4	3	24	25	0.36388	0.36388	ENST00000312419	1	0.63612	24	15.903	191.49	148.506	-0.581473	-0.36388
404	ENSG00000163939.14	PBRM1	4	25.229	21	0.362524	0.442857	ENST00000446103	0	0.362524	0	7.613	0	15.7977	6.39487	0.362524
405	ENSG00000065911.7	MTHFD2	3	53	36	0.359811	0.359811	ENST00000409804	0.359811	0	19.07	0	67.4443	0	-7.69984	-0.359811
406	ENSG00000160752.10	FDPS	3	31.001	24	0.3592	0.3592	ENST00000368356	0.173091	0.532292	5.366	12.775	24.2148	67.4745	1.24665	0.3592
407	ENSG00000140968.6	IRF8	3	21	39	0.358429	0.358429	ENST00000566369	0.358429	0	7.527	0	30.1189	0	-6.36929	-0.358429
408	ENSG00000009307.11	CSDE1	6	183	182	0.357781	0.437082	ENST00000261443	0.357781	0	65.474	0	117.18	0	-9.47453	-0.357781
409	ENSG00000115484.10	CCT4	3	51	48	0.357326	0.357326	ENST00000394440	0.166216	0.523542	8.477	25.13	19.9032	69.0576	1.56694	0.357326
410	ENSG00000055163.14	CYFIP2	4	65.001	51.001	0.355887	0.355887	ENST00000522463	0.355887	0	23.133	0	38.2066	0	-7.97727	-0.355887
411	ENSG00000104081.9	BMF	2	23	29	0.354241	0.354241	ENST00000220446	0	0.354241	0	10.273	0	15.8693	6.82275	0.354241
412	ENSG00000240505.4	TNFRSF13B	3	30	31	0.354097	0.354097	ENST00000583789	0	0.354097	0	10.977	0	112.436	6.91756	0.354097
413	ENSG00000254999.2	BRK1	2	24	24	0.354042	0.354042	ENST00000530758	0.645958	1	15.503	24	84.0593	152.301	0.636938	0.354042
414	ENSG00000213719.4	CLIC1	2	74	80	0.353694	0.353694	ENST00000375779	0.586243	0.939937	43.382	75.195	263.649	534.85	0.801743	0.353694
415	ENSG00000134900.7	TPP2	2	25	26	0.352385	0.352385	ENST00000376065	0	0.352385	0	9.162	0	15.5265	6.65917	0.352385
416	ENSG00000065809.9	FAM107B	2	30	48	0.350433	0.350433	ENST00000378470	0.649567	1	19.487	48	33.8752	97.6595	1.30597	0.350433
417	ENSG00000091009.6	RBM27	2	22	22	0.349318	0.349318	ENST00000265271	1	0.650682	22	14.315	18.9092	14.4002	-0.6073	-0.349318
418	ENSG00000149806.6	FAU	6	52.999	55	0.348912	0.455801	ENST00000279259	0.348912	0	18.492	0	467.11	0	-7.65565	-0.348912
419	ENSG00000135916.11	ITM2C	3	74	64	0.348568	0.348568	ENST00000326427	0.651432	1	48.206	64	140.552	218.398	0.417675	0.348568
420	ENSG00000177105.9	RHOG	3	25	22	0.348455	0.348455	ENST00000533217	0	0.348455	0	7.666	0	75.1922	6.40477	0.348455
421	ENSG00000099901.12	RANBP1	4	20	27	0.347074	0.491963	ENST00000411892	0	0.347074	0	9.371	0	175.016	6.69139	0.347074
422	ENSG00000029725.12	RABEP1	3	29	30	0.344931	0.344931	ENST00000408982	0.655069	1	18.997	30	20.0972	37.1457	0.666114	0.344931
423	ENSG00000116698.16	SMG7	2	30	25	0.3441	0.3441	ENST00000515829	0.3441	0	10.323	0	10.2284	0	-6.82027	-0.3441
424	ENSG00000101596.10	SMCHD1	3	36	45	0.3398	0.3398	ENST00000584897	0	0.3398	0	15.291	0	24.5022	7.39239	0.3398
425	ENSG00000102910.9	LONP2	3	24	30	0.339533	0.339533	ENST00000566755	0	0.339533	0	10.186	0	28.0663	6.81059	0.339533
426	ENSG00000104805.11	NUCB1	2	30	27	0.339467	0.339467	ENST00000263273	0.660533	1	19.816	27	53.0729	84.6362	0.453993	0.339467
427	ENSG00000174485.10	DENND4A	3	23	34	0.338036	0.338036	ENST00000431932	0.842565	0.504529	19.379	17.154	18.3622	19.023	-0.165605	-0.338036
428	ENSG00000166411.9	IDH3A	4	28	29	0.336585	0.336585	ENST00000558554	0.615964	0.279379	17.247	8.102	68.343	37.5771	-1.07196	-0.336585
429	ENSG00000204574.8	ABCF1	3	27	23	0.335704	0.335704	ENST00000396515	0.335704	0	9.064	0	34.731	0	-6.6344	-0.335704
430	ENSG00000175061.13	C17ORF76-AS1	8	94	91.001	0.335309	0.403067	ENST00000580180	0.335309	0	31.519	0	333.974	0	-8.42202	-0.335309
431	ENSG00000131473.12	ACLY	2	58	54	0.33387	0.33387	ENST00000352035	1	0.66613	58	35.971	75.6	54.8763	-0.678332	-0.33387
432	ENSG00000143321.14	HDGF	3	49	44	0.33298	0.33298	ENST00000368209	0.33298	0	16.316	0	45.269	0	-7.47599	-0.33298
433	ENSG00000115806.8	GORASP2	2	23	21	0.329	0.329	ENST00000442798	0.329	0	7.567	0	23.368	0	-6.37684	-0.329
434	ENSG00000104517.8	UBR5	5	106.994	121.69	0.32787	0.419884	ENST00000220959	0.612988	0.285118	65.586	34.696	38.1286	23.6075	-0.907333	-0.32787
435	ENSG00000148773.8	MKI67	2	53	65	0.325358	0.325358	ENST00000368654	0.115226	0.440585	6.107	28.638	2.61889	14.3742	2.2219	0.325358
436	ENSG00000132388.8	UBE2G1	3	27	45	0.324133	0.324133	ENST00000572484	0	0.324133	0	14.586	0	71.9862	7.3247	0.324133
437	ENSG00000130723.13	PRRC2B	3	31	31	0.324129	0.324129	ENST00000357304	0.675871	1	20.952	31	10.3474	17.9186	0.572612	0.324129
438	ENSG00000100714.11	MTHFD1	3	48.883	53	0.323569	0.323569	ENST00000545908	0.323569	0	15.817	0	27.0976	0	-7.43144	-0.323569
439	ENSG00000116473.10	RAP1A	4	43	51.999	0.323506	0.360687	ENST00000545460	0	0.323506	0	16.822	0	169.529	7.52927	0.323506
440	ENSG00000152795.13	HNRNPDL	3	37.999	28	0.322777	0.322777	ENST00000602300	0.592884	0.270107	22.529	7.563	104.232	40.953	-1.55377	-0.322777
441	ENSG00000138623.5	SEMA7A	3	53	58	0.321621	0.321621	ENST00000261918	0	0.321621	0	18.654	0	32.0129	7.67764	0.321621
442	ENSG00000159140.13	SON	5	102	103.999	0.321511	0.33917	ENST00000436227	0.190686	0.512197	19.45	53.268	20.6545	66.206	1.45867	0.321511
443	ENSG00000081189.9	MEF2C	5	63	65.001	0.319571	0.319571	ENST00000510942	0.319571	0	20.133	0	32.6454	0	-7.77773	-0.319571
444	ENSG00000213585.6	VDAC1	2	89	106	0.319415	0.319415	ENST00000395044	1	0.680585	89	72.142	304.658	289.032	-0.29312	-0.319415
445	ENSG00000160410.10	SHKBP1	3	22	22	0.319227	0.319227	ENST00000596163	0	0.319227	0	7.023	0	81.8838	6.27994	0.319227
446	ENSG00000107581.8	EIF3A	2	91	122	0.318648	0.318648	ENST00000369144	1	0.681352	91	83.125	92.8786	99.2984	-0.120947	-0.318648
447	ENSG00000175567.4	UCP2	2	23	36	0.318333	0.318333	ENST00000310473	1	0.681667	23	24.54	65.8	82.1674	0.102614	-0.318333
448	ENSG00000110651.7	CD81	2	29	32	0.317897	0.317897	ENST00000263645	0.682103	1	19.781	32	83.0145	157.178	0.700882	0.317897
449	ENSG00000138138.9	ATAD1	3	21	30.001	0.317292	0.317292	ENST00000328142	0.78081	0.463518	16.397	13.906	32.5009	32.2591	-0.226834	-0.317292
450	ENSG00000103522.11	IL21R	4	26	29	0.317192	0.569692	ENST00000395754	0.317192	0	8.247	0	16.2622	0	-6.49956	-0.317192
451	ENSG00000138107.7	ACTR1A	3	33	20	0.31703	0.31703	ENST00000545684	0.31703	0	10.462	0	47.5759	0	-6.83939	-0.31703
452	ENSG00000187555.10	USP7	3	68	55	0.316337	0.316337	ENST00000381886	0.752882	0.436545	51.196	24.01	81.9654	44.9902	-1.07999	-0.316337
453	ENSG00000055917.11	PUM2	3	39	44	0.316231	0.316231	ENST00000536417	0.316231	0	12.333	0	20.8411	0	-7.07485	-0.316231
454	ENSG00000140374.11	ETFA	3	39	39	0.316128	0.316128	ENST00000560044	0.316128	0	12.329	0	81.7299	0	-7.07438	-0.316128
455	ENSG00000090863.7	GLG1	2	30	31	0.315633	0.315633	ENST00000422840	0.684367	1	20.531	31	24.3275	42.992	0.601767	0.315633
456	ENSG00000128050.4	PAICS	3	55	36	0.3146	0.3146	ENST00000505164	0.3146	0	17.303	0	72.9621	0	-7.56027	-0.3146
457	ENSG00000078304.15	PPP2R5C	5	25.001	24	0.314187	0.314187	ENST00000350249	0.314187	0	7.855	0	11.6453	0	-6.43009	-0.314187
458	ENSG00000090621.9	PABPC4	5	56.999	51.999	0.314006	0.415989	ENST00000372857	0	0.314006	0	16.328	0	36.4034	7.48651	0.314006
459	ENSG00000140105.13	WARS	6	175	180.001	0.313903	0.395206	ENST00000557135	0.313903	0	54.933	0	159.989	0	-9.22167	-0.313903
460	ENSG00000117500.8	TMED5	3	40	26	0.313525	0.313525	ENST00000370282	0.313525	0	12.541	0	11.4181	0	-7.0988	-0.313525
461	ENSG00000085832.12	EPS15	2	76	64	0.313164	0.313164	ENST00000396122	0.445289	0.132125	33.842	8.456	94.7823	27.7191	-1.97964	-0.313164
462	ENSG00000134001.8	EIF2S1	3	27	27	0.312852	0.312852	ENST00000466499	0	0.312852	0	8.447	0	24.6233	6.54315	0.312852
463	ENSG00000188529.10	SRSF10	6	30.999	29.997	0.311849	0.410271	ENST00000453840	0.311849	0	9.667	0	33.07	0	-6.72641	-0.311849
464	ENSG00000054118.9	THRAP3	2	41	56	0.311393	0.311393	ENST00000354618	1	0.688607	41	38.562	52.253	57.5199	-0.0787527	-0.311393
465	ENSG00000109861.11	CTSC	5	59	32	0.310773	0.351625	ENST00000227266	0.842898	0.532125	49.731	17.028	158.622	63.5689	-1.53166	-0.310773
466	ENSG00000100129.13	EIF3L	5	103	112	0.310683	0.423931	ENST00000406934	0.124718	0.435402	12.846	48.765	33.6938	149.704	1.92643	0.310683
467	ENSG00000135404.7	CD63	4	23	23	0.310522	0.477609	ENST00000552067	0.310522	0	7.142	0	102.607	0	-6.29448	-0.310522
468	ENSG00000070770.4	CSNK2A2	2	23	23	0.310217	0.310217	ENST00000262506	0.547739	0.237522	12.598	5.463	46.2764	23.4867	-1.18246	-0.310217
469	ENSG00000111912.14	NCOA7	4	21	23	0.310143	0.406406	ENST00000229634	0.310143	0	6.513	0	12.6319	0	-6.16325	-0.310143
470	ENSG00000104964.10	AES	4	63	62.999	0.310021	0.310021	ENST00000221561	0	0.310021	0	19.531	0	74.5625	7.7436	0.310021
471	ENSG00000079950.9	STX7	2	26	21	0.308901	0.308901	ENST00000367941	0.859615	0.550714	22.35	11.565	7.66488	4.64202	-0.935561	-0.308901
472	ENSG00000116791.9	CRYZ	3	31	30.923	0.307635	0.307635	ENST00000340866	1	0.692365	31	21.41	100.869	81.5346	-0.5226	-0.307635
473	ENSG00000137076.14	TLN1	2	118	112	0.305929	0.305929	ENST00000314888	1	0.694071	118	77.736	73.3602	56.563	-0.592051	-0.305929
474	ENSG00000185787.10	MORF4L1	5	87	81	0.305103	0.305103	ENST00000558502	0.305103	0	26.544	0	233.843	0	-8.17497	-0.305103
475	ENSG00000092820.13	EZR	2	84	99	0.304162	0.304162	ENST00000337147	0	0.304162	0	30.112	0	66.6569	8.36581	0.304162
476	ENSG00000114480.8	GBE1	2	39	32	0.303405	0.303405	ENST00000489715	0.284282	0.587688	11.087	18.806	26.1125	51.8382	0.766897	0.303405
477	ENSG00000113732.4	ATP6V0E1	4	38	31.001	0.302895	0.325673	ENST00000519911	0.302895	0	11.51	0	131.085	0	-6.97598	-0.302895
478	ENSG00000181555.15	SETD2	2	34	27	0.301926	0.301926	ENST00000409792	1	0.698074	34	18.848	22.9616	14.8977	-0.838528	-0.301926
479	ENSG00000197622.8	CDC42SE1	2	24	28.969	0.301542	0.301542	ENST00000540998	0.301542	0	7.237	0	13.1599	0	-6.3133	-0.301542
480	ENSG00000012124.10	CD22	3	41	31	0.301244	0.301244	ENST00000594250	0.301244	0	12.351	0	35.4494	0	-7.07693	-0.301244
481	ENSG00000134333.9	LDHA	5	397	384.999	0.301068	0.398874	ENST00000379412	0.731373	0.430305	290.355	165.667	925.56	618.082	-0.799683	-0.301068
482	ENSG00000167461.7	RAB8A	2	24.65	26	0.30073	0.30073	ENST00000300935	0.69927	1	17.237	26	35.65	62.9368	0.59989	0.30073
483	ENSG00000085063.10	CD59	3	26	25	0.299532	0.299532	ENST00000395850	0.424692	0.12516	11.042	3.129	35.9067	11.908	-1.7801	-0.299532
484	ENSG00000164104.7	HMGB2	4	66.999	55	0.298228	0.438484	ENST00000446922	0.298228	0	19.981	0	115.131	0	-7.76685	-0.298228
485	ENSG00000028277.16	POU2F2	4	30	25	0.297167	0.297167	ENST00000389341	0.735767	0.4386	22.073	10.965	17.6911	10.2854	-0.993882	-0.297167
486	ENSG00000144747.10	TMF1	2	23	28	0.296939	0.296939	ENST00000488010	0.590261	0.293321	13.576	8.213	22.9775	16.2699	-0.709335	-0.296939
487	ENSG00000138069.12	RAB1A	3	22	30	0.295764	0.295764	ENST00000409784	0.360364	0.0646	7.928	1.938	19.2326	5.50326	-1.97296	-0.295764
488	ENSG00000136527.13	TRA2B	3	41	27	0.294551	0.294551	ENST00000453386	0.359634	0.654185	14.745	17.663	29.0849	40.7783	0.268483	0.294551
489	ENSG00000120948.11	TARDBP	2	34	36	0.294118	0.294118	ENST00000315091	0.294118	0	10	0	33.6254	0	-6.77482	-0.294118
490	ENSG00000076108.7	BAZ2A	3	44	44	0.293545	0.293545	ENST00000549884	0	0.293545	0	12.916	0	13.8915	7.15044	0.293545
491	ENSG00000164587.7	RPS14	4	186.999	139	0.291983	0.291983	ENST00000521466	0.473751	0.765734	88.591	106.437	1380.63	1941.4	0.274017	0.291983
492	ENSG00000078618.15	NRD1	3	45	53	0.290849	0.290849	ENST00000539524	0	0.290849	0	15.415	0	30.7219	7.40397	0.290849
493	ENSG00000105701.11	FKBP8	3	32	35	0.290687	0.290687	ENST00000544835	0.290687	0	9.302	0	47.855	0	-6.67142	-0.290687
494	ENSG00000080345.13	RIF1	2	38	38	0.289711	0.289711	ENST00000453091	0.726842	0.437132	27.62	16.611	18.8654	13.2796	-0.720941	-0.289711
495	ENSG00000026751.12	SLAMF7	2	73	67	0.288881	0.288881	ENST00000368042	0	0.288881	0	19.355	0	57.085	7.73061	0.288881
496	ENSG00000064726.5	BTBD1	3	21	25.001	0.287554	0.287554	ENST00000379403	0.463667	0.176113	9.737	4.403	42.643	22.5661	-1.11938	-0.287554
497	ENSG00000108344.10	PSMD3	2	34	29	0.286414	0.286414	ENST00000264639	1	0.713586	34	20.694	94.9755	67.6579	-0.704349	-0.286414
498	ENSG00000103194.11	USP10	5	28.999	26	0.286154	0.428084	ENST00000563048	0	0.286154	0	7.44	0	43.5755	6.36211	0.286154
499	ENSG00000160710.11	ADAR	3	180	171.999	0.284903	0.284903	ENST00000368471	1	0.715097	180	122.996	153.131	122.466	-0.539541	-0.284903
500	ENSG00000141068.9	KSR1	3	22.637	22	0.284864	0.284864	ENST00000509603	0	0.284864	0	6.267	0	16.4194	6.11786	0.284864
501	ENSG00000092199.13	HNRNPC	8	142	149.999	0.283814	0.408481	ENST00000554455	0.177915	0.46173	25.264	69.259	87.7773	281.641	1.46108	0.283814
502	ENSG00000132341.7	RAN	4	98.001	98.001	0.283171	0.415618	ENST00000392369	0.109958	0.393129	10.776	38.527	44.8693	187.758	1.8387	0.283171
503	ENSG00000078668.9	VDAC3	3	34	26	0.281846	0.281846	ENST00000518495	0	0.281846	0	7.328	0	162.682	6.3405	0.281846
504	ENSG00000086758.11	HUWE1	3	127	132	0.281551	0.281551	ENST00000262854	0.718449	1	91.243	132	33.6731	57.0154	0.541805	0.281551
505	ENSG00000163714.13	U2SURP	5	40	40.999	0.2797	0.376557	ENST00000467348	0.2797	0	11.188	0	58.6339	0	-6.93537	-0.2797
506	ENSG00000129084.13	PSMA1	4	33	27	0.278889	0.278889	ENST00000396394	0	0.278889	0	7.53	0	37.4265	6.37925	0.278889
507	ENSG00000147140.11	NONO	2	68	66	0.278794	0.278794	ENST00000373841	0.278794	0	18.958	0	42.8879	0	-7.69138	-0.278794
508	ENSG00000143398.15	PIP5K1A	2	22	23	0.278273	0.278273	ENST00000414290	0.278273	0	6.122	0	32.565	0	-6.07521	-0.278273
509	ENSG00000164924.13	YWHAZ	5	173	192	0.278208	0.36652	ENST00000522542	0.278208	0	48.13	0	224.233	0	-9.03128	-0.278208
510	ENSG00000162613.12	FUBP1	2	30	21	0.277767	0.277767	ENST00000294623	0.277767	0	8.333	0	22.7637	0	-6.51436	-0.277767
511	ENSG00000121579.8	NAA50	3	25	26	0.277192	0.277192	ENST00000497525	0	0.277192	0	7.207	0	39.6113	6.31677	0.277192
512	ENSG00000089053.8	ANAPC5	2	28	22	0.277036	0.277036	ENST00000261819	0.722964	1	20.243	22	47.6758	60.6434	0.129028	0.277036
513	ENSG00000111481.5	COPZ1	5	35	30	0.276743	0.276743	ENST00000548753	0.276743	0	9.686	0	97.7686	0	-6.72922	-0.276743
514	ENSG00000147526.15	TACC1	4	109	128.001	0.276018	0.339193	ENST00000317827	0.374119	0.0981008	40.779	12.557	28.7793	10.3718	-1.6826	-0.276018
515	ENSG00000112697.11	TMEM30A	2	49	50	0.275673	0.275673	ENST00000230461	0.724327	1	35.492	50	43.5461	71.8002	0.502842	0.275673
516	ENSG00000105202.3	FBL	2	34	27	0.274912	0.274912	ENST00000221801	0.725088	1	24.653	27	144.39	185.084	0.140206	0.274912
517	ENSG00000127824.9	TUBA4A	4	29	38	0.274485	0.364106	ENST00000248437	0.806828	0.532342	23.398	20.229	65.2239	65.9992	-0.199607	-0.274485
518	ENSG00000135837.11	CEP350	4	31	24	0.274458	0.274458	ENST00000417046	0	0.274458	0	6.587	0	16.6094	6.1887	0.274458
519	ENSG00000211460.7	TSN	3	21	21	0.272952	0.272952	ENST00000536142	0.272952	0	5.732	0	36.4536	0	-5.9817	-0.272952
520	ENSG00000154473.13	BUB3	3	39	37	0.272615	0.272615	ENST00000368858	0.272615	0	10.632	0	51.005	0	-6.86245	-0.272615
521	ENSG00000143401.10	ANP32E	2	59	50	0.272153	0.272153	ENST00000314136	0.727847	1	42.943	50	71.4573	97.3775	0.228561	0.272153
522	ENSG00000125844.11	RRBP1	2	25	39	0.272128	0.272128	ENST00000246043	1	0.727872	25	28.387	29.6958	39.4647	0.192149	-0.272128
523	ENSG00000092148.8	HECTD1	2	37	36	0.271946	0.271946	ENST00000399332	0.728054	1	26.938	36	16.1609	25.2778	0.426601	0.271946
524	ENSG00000105063.14	PPP6R1	2	27.886	40.001	0.271713	0.271713	ENST00000412770	0.728287	1	20.309	40.001	29.1682	67.2402	0.984192	0.271713
525	ENSG00000110321.11	EIF4G2	5	229	265.001	0.270736	0.288343	ENST00000525681	0.875371	0.604635	200.46	160.229	313.87	293.627	-0.313509	-0.270736
526	ENSG00000081154.7	PCNP	2	36	22	0.270694	0.270694	ENST00000265260	0.729306	1	26.255	22	66.8899	65.6004	-0.244643	0.270694
527	ENSG00000170315.9	UBB	3	172	148	0.270687	0.270687	ENST00000302182	0.300401	0.571088	51.669	84.521	282.445	540.762	0.718511	0.270687
528	ENSG00000138430.11	OLA1	3	34	22	0.270647	0.270647	ENST00000428402	0.270647	0	9.202	0	48.0815	0	-6.65598	-0.270647
529	ENSG00000117713.13	ARID1A	2	25	36	0.270483	0.270483	ENST00000324856	0.7114	0.440917	17.785	15.873	11.3836	11.8909	-0.153736	-0.270483
530	ENSG00000153944.6	MSI2	3	29	26	0.2695	0.2695	ENST00000322684	0	0.2695	0	7.007	0	27.148	6.27669	0.2695
531	ENSG00000100614.13	PPM1A	7	26	20	0.268208	0.408808	ENST00000395076	0.162192	0.4304	4.217	8.608	2.8326	6.76802	1.02304	0.268208
532	ENSG00000001630.11	CYP51A1	2	33	35	0.26803	0.26803	ENST00000450723	0.26803	0	8.845	0	31.8756	0	-6.59947	-0.26803
533	ENSG00000142230.7	SAE1	2	23	24	0.267083	0.267083	ENST00000270225	1	0.732917	23	17.59	68.1409	60.993	-0.375649	-0.267083
534	ENSG00000163644.10	PPM1K	3	21	23	0.266333	0.266333	ENST00000608933	0.733667	1	15.407	23	13.1725	23.0148	0.584685	0.266333
535	ENSG00000185624.10	P4HB	3	142	152	0.265433	0.265433	ENST00000331483	0.85888	0.593447	121.961	90.204	276.256	239.138	-0.425273	-0.265433
536	ENSG00000064666.10	CNN2	2	31	39	0.264883	0.264883	ENST00000263097	0.128323	0.393205	3.978	15.335	9.58403	43.2464	1.93177	0.264883
537	ENSG00000136731.8	UGGT1	3	21.046	28	0.264801	0.264801	ENST00000259253	0.735199	1	15.473	28	7.92956	16.7946	0.861325	0.264801
538	ENSG00000125970.7	RALY	2	37	29	0.263414	0.263414	ENST00000246194	1	0.736586	37	21.361	128.137	86.5837	-0.780455	-0.263414
539	ENSG00000118058.16	KMT2A	2	22	24	0.262727	0.262727	ENST00000534358	0.737273	1	16.22	24	5.28929	9.16006	0.572089	0.262727
540	ENSG00000145779.7	TNFAIP8	5	37	29	0.260897	0.276276	ENST00000503646	0	0.260897	0	7.566	0	20.9589	6.38605	0.260897
541	ENSG00000198843.8	SELT	3	32.999	42	0.258611	0.258611	ENST00000471696	0.607079	0.86569	20.033	36.359	33.1699	70.4594	0.86645	0.258611
542	ENSG00000163848.14	ZNF148	2	22	27	0.258222	0.258222	ENST00000360647	1	0.741778	22	20.028	12.4727	13.2896	-0.125427	-0.258222
543	ENSG00000196776.10	CD47	3	30	21	0.257143	0.257143	ENST00000361309	0	0.257143	0	5.4	0	32.5439	5.90638	0.257143
544	ENSG00000166181.8	API5	3	40	39	0.255775	0.255775	ENST00000378852	0.744225	1	29.769	39	45.8036	70.2316	0.398096	0.255775
545	ENSG00000135486.13	HNRNPA1	6	301.873	264.718	0.255638	0.3494	ENST00000330752	0	0.255638	0	67.672	0	404.347	9.5316	0.255638
546	ENSG00000103769.5	RAB11A	4	27	33	0.255606	0.255606	ENST00000566233	0.0976667	0.353273	2.637	11.658	41.5801	215.16	2.11558	0.255606
547	ENSG00000109107.9	ALDOC	3	39	38	0.25541	0.25541	ENST00000395319	0.25541	0	9.961	0	41.8376	0	-6.76923	-0.25541
548	ENSG00000172115.4	CYCS	3	62	66	0.255323	0.255323	ENST00000409764	0.255323	0	15.83	0	153.677	0	-7.43262	-0.255323
549	ENSG00000103018.12	CYB5B	3	47	44	0.255184	0.255184	ENST00000515314	0.783298	0.528114	36.815	23.237	139.36	102.948	-0.652294	-0.255184
550	ENSG00000241553.8	ARPC4	4	34.27	39.999	0.254387	0.293957	ENST00000485273	0.416516	0.162129	14.274	6.485	232.658	123.716	-1.11776	-0.254387
551	ENSG00000004468.8	CD38	2	35	28	0.254264	0.254264	ENST00000226279	0.643771	0.898036	22.532	25.145	22.1654	28.9504	0.16716	0.254264
552	ENSG00000197879.10	MYO1C	2	36	35	0.254222	0.254222	ENST00000361007	0.745778	1	26.848	35	31.9124	48.6909	0.390875	0.254222
553	ENSG00000198242.9	RPL23A	4	180.709	193.316	0.253697	0.253697	ENST00000394935	0.908593	0.654897	164.191	126.602	2651.83	2393.17	-0.365332	-0.253697
554	ENSG00000075785.8	RAB7A	2	45	41	0.252978	0.252978	ENST00000482525	0.252978	0	11.384	0	45.3123	0	-6.96022	-0.252978
555	ENSG00000064651.9	SLC12A2	2	33	31	0.252763	0.252763	ENST00000262461	0.475333	0.728097	15.686	22.571	12.6003	21.22	0.531891	0.252763
556	ENSG00000168961.12	LGALS9	4	31.082	38.001	0.252072	0.288334	ENST00000313648	0	0.252072	0	9.579	0	52.9709	6.72276	0.252072
557	ENSG00000115866.6	DARS	2	36	45	0.252028	0.252028	ENST00000537273	0.252028	0	9.073	0	37.8968	0	-6.63581	-0.252028
558	ENSG00000184922.9	FMNL1	3	25	23	0.25128	0.25128	ENST00000331495	0.25128	0	6.282	0	8.69456	0	-6.11189	-0.25128
559	ENSG00000089006.12	SNX5	3	27	28	0.250926	0.250926	ENST00000431277	0.250926	0	6.775	0	61.199	0	-6.21937	-0.250926
560	ENSG00000154001.9	PPP2R5E	3	25	25	0.2506	0.2506	ENST00000422769	0.2506	0	6.265	0	27.348	0	-6.10804	-0.2506
