query_id	query_length	gene_chain_5to3	query_orientation	gene	qstart	qend	sseqid	sstart	send	pident	alignment_length	mismatches	gap_opens	evalue	bitscore
NODE_536_length_499_cov_2.323661_g509_i0	499	PGM2-ISCU	+	ISCU	55	499	ENST00000311893.14|ENSG00000136003.17|OTTHUMG00000168420.4|OTTHUMT00000399693.1|ISCU-201|ISCU|983|protein_coding|	67	511	100.000	445	0	0	0	445.0
NODE_536_length_499_cov_2.323661_g509_i0	499	PGM2-ISCU	+	ISCU	55	433	ENST00000539593.1|ENSG00000136003.17|OTTHUMG00000168420.4|OTTHUMT00000399696.1|ISCU-208|ISCU|1071|protein_coding|	53	431	100.000	379	0	0	0	379.0
NODE_536_length_499_cov_2.323661_g509_i0	499	PGM2-ISCU	+	ISCU	128	433	ENST00000545932.5|ENSG00000136003.17|OTTHUMG00000168420.4|OTTHUMT00000399690.1|ISCU-211|ISCU|3685|retained_intron|	1696	2001	100.000	306	0	0	0	306.0
NODE_578_length_479_cov_3.175234_g551_i0	479	MT-ND6-MT-ND5	+	MT-ND6	1	270	ENST00000361681.2|ENSG00000198695.2|-|-|MT-ND6-201|MT-ND6|525|protein_coding|	256	525	99.630	270	1	0	0	269.0
NODE_578_length_479_cov_3.175234_g551_i0	479	MT-ND6-MT-ND5	+	MT-ND5	271	479	ENST00000361567.2|ENSG00000198786.2|-|-|MT-ND5-201|MT-ND5|1812|protein_coding|	1812	1604	100.000	209	0	0	0	209.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	ANP32A	1	384	ENST00000882110.1|ENSG00000140350.16|OTTHUMG00000154502.2|-|ANP32A-216|ANP32A|1651|protein_coding|	300	683	100.000	384	0	0	0	384.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	ANP32A	1	374	ENST00000967540.1|ENSG00000140350.16|OTTHUMG00000154502.2|-|ANP32A-239|ANP32A|979|protein_coding|	307	680	100.000	374	0	0	0	374.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	ANP32A	1	344	ENST00000561430.5|ENSG00000140350.16|OTTHUMG00000154502.2|OTTHUMT00000416634.1|ANP32A-211|ANP32A|508|retained_intron|	39	382	100.000	344	0	0	0	344.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	ANP32A	1	280	ENST00000923077.1|ENSG00000140350.16|OTTHUMG00000154502.2|-|ANP32A-238|ANP32A|1003|protein_coding|	300	579	100.000	280	0	0	0	280.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	ANP32A	59	384	ENST00000409628.6|ENSG00000140350.16|OTTHUMG00000154502.2|OTTHUMT00000335527.2|ANP32A-202|ANP32A|2001|nonsense_mediated_decay|	318	643	100.000	326	0	0	0	326.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	ANP32A	145	384	ENST00000923060.1|ENSG00000140350.16|OTTHUMG00000154502.2|-|ANP32A-221|ANP32A|2345|protein_coding|	375	614	100.000	240	0	0	0	240.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	ANP32A	146	384	ENST00000923076.1|ENSG00000140350.16|OTTHUMG00000154502.2|-|ANP32A-237|ANP32A|813|protein_coding|	179	417	100.000	239	0	0	0	239.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	ENSG00000293367	1	384	ENST00000560832.1|ENSG00000293367.1|-|OTTHUMT00000417822.1|ENST00000560832|ENSG00000293367|1074|lncRNA|	385	768	96.094	384	15	0	0	369.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	ANP32AP1	1	384	ENST00000559548.2|ENSG00000259516.3|OTTHUMG00000172321.2|OTTHUMT00000417823.2|ANP32AP1-201|ANP32AP1|737|transcribed_processed_pseudogene|	183	566	96.094	384	15	0	0	369.0
NODE_742_length_426_cov_2.101333_g715_i0	426	ANP32A-ENSG00000293367-ANP32AP1-BASP1	+	BASP1	387	426	ENST00000322611.4|ENSG00000176788.10|OTTHUMG00000131061.8|OTTHUMT00000253716.3|BASP1-201|BASP1|1807|protein_coding|	264	303	100.000	40	0	0	0	40.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1-MOB4	154	346	ENST00000604458.1|ENSG00000270757.1|OTTHUMG00000184877.1|OTTHUMT00000469293.1|HSPE1-MOB4-201|HSPE1-MOB4|890|protein_coding|	193	1	100.000	193	0	0	0	193.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1	1	105	ENST00000233893.10|ENSG00000115541.12|OTTHUMG00000132749.3|OTTHUMT00000256112.2|HSPE1-201|HSPE1|557|protein_coding|	248	352	100.000	105	0	0	0	105.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1	1	70	ENST00000463841.1|ENSG00000115541.12|OTTHUMG00000132749.3|OTTHUMT00000335339.1|HSPE1-204|HSPE1|700|retained_intron|	379	448	100.000	70	0	0	0	70.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1	97	388	ENST00000915248.1|ENSG00000115541.12|OTTHUMG00000132749.3|-|HSPE1-208|HSPE1|781|protein_coding|	518	227	99.658	292	1	0	0	291.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1	97	380	ENST00000409468.1|ENSG00000115541.12|OTTHUMG00000132749.3|OTTHUMT00000335338.1|HSPE1-202|HSPE1|570|protein_coding|	284	1	99.648	284	1	0	0	283.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1	97	320	ENST00000463841.1|ENSG00000115541.12|OTTHUMG00000132749.3|OTTHUMT00000335339.1|HSPE1-204|HSPE1|700|retained_intron|	415	192	99.554	224	1	0	0	223.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1	154	388	ENST00000473395.1|ENSG00000115541.12|OTTHUMG00000132749.3|OTTHUMT00000335337.1|HSPE1-206|HSPE1|569|retained_intron|	257	23	100.000	235	0	0	0	235.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1P2	4	105	ENST00000554777.2|ENSG00000258645.2|OTTHUMG00000171131.2|OTTHUMT00000411860.2|HSPE1P2-201|HSPE1P2|306|processed_pseudogene|	190	291	97.059	102	3	0	0	99.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1P2	103	322	ENST00000554777.2|ENSG00000258645.2|OTTHUMG00000171131.2|OTTHUMT00000411860.2|HSPE1P2-201|HSPE1P2|306|processed_pseudogene|	217	1	97.273	220	6	0	0	214.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1P8	6	105	ENST00000406997.2|ENSG00000217897.2|OTTHUMG00000008349.1|OTTHUMT00000023010.1|HSPE1P8-201|HSPE1P8|288|processed_pseudogene|	174	273	98.000	100	2	0	0	98.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1P3	1	105	ENST00000559254.1|ENSG00000259746.1|OTTHUMG00000172336.1|OTTHUMT00000417939.1|HSPE1P3-201|HSPE1P3|309|processed_pseudogene|	190	294	100.000	105	0	0	0	105.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1P6	1	105	ENST00000479457.1|ENSG00000232917.5|OTTHUMG00000036052.1|OTTHUMT00000087883.1|HSPE1P6-201|HSPE1P6|291|processed_pseudogene|	172	276	97.143	105	3	0	0	102.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1P7	1	105	ENST00000604681.1|ENSG00000270945.1|OTTHUMG00000184815.1|OTTHUMT00000469228.1|HSPE1P7-201|HSPE1P7|321|processed_pseudogene|	205	309	97.143	105	3	0	0	102.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1P5	1	104	ENST00000561489.3|ENSG00000261395.3|OTTHUMG00000176787.3|OTTHUMT00000433759.3|HSPE1P5-201|HSPE1P5|272|transcribed_processed_pseudogene|	169	272	97.115	104	3	0	0	101.0
NODE_902_length_388_cov_3.454006_g875_i0	388	HSPE1-MOB4-HSPE1-HSPE1P2-HSPE1P8-HSPE1P3-HSPE1P6-HSPE1P7-HSPE1P5-HSPE1P4	-	HSPE1P4	1	102	ENST00000550617.1|ENSG00000258153.1|OTTHUMG00000170446.1|OTTHUMT00000409194.1|HSPE1P4-201|HSPE1P4|308|processed_pseudogene|	189	290	100.000	102	0	0	0	102.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D3	279	360	ENST00000510599.5|ENSG00000109332.21|OTTHUMG00000131119.17|OTTHUMT00000363559.1|UBE2D3-230|UBE2D3|484|retained_intron|	273	192	100.000	82	0	0	0	82.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D2	1	360	ENST00000511725.5|ENSG00000131508.18|OTTHUMG00000163282.6|OTTHUMT00000372459.2|UBE2D2-207|UBE2D2|656|protein_coding|	635	276	96.944	360	11	0	0	349.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D2	1	324	ENST00000932351.1|ENSG00000131508.18|OTTHUMG00000163282.6|-|UBE2D2-218|UBE2D2|1352|protein_coding|	497	174	99.074	324	3	0	0	321.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D2	1	300	ENST00000867075.1|ENSG00000131508.18|OTTHUMG00000163282.6|-|UBE2D2-215|UBE2D2|1245|protein_coding|	847	548	100.000	300	0	0	0	300.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D2	1	279	ENST00000867072.1|ENSG00000131508.18|OTTHUMG00000163282.6|-|UBE2D2-212|UBE2D2|1870|protein_coding|	1012	734	100.000	279	0	0	0	279.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D2	1	173	ENST00000867073.1|ENSG00000131508.18|OTTHUMG00000163282.6|-|UBE2D2-213|UBE2D2|1582|protein_coding|	724	552	100.000	173	0	0	0	173.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D2	77	360	ENST00000511691.1|ENSG00000131508.18|OTTHUMG00000163282.6|OTTHUMT00000372461.2|UBE2D2-206|UBE2D2|543|retained_intron|	345	62	96.127	284	11	0	0	273.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D2	79	360	ENST00000867077.1|ENSG00000131508.18|OTTHUMG00000163282.6|-|UBE2D2-217|UBE2D2|701|protein_coding|	491	210	96.099	282	11	0	0	271.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D2	80	360	ENST00000867076.1|ENSG00000131508.18|OTTHUMG00000163282.6|-|UBE2D2-216|UBE2D2|905|protein_coding|	666	386	96.085	281	11	0	0	270.0
NODE_1048_length_360_cov_2.245955_g1021_i0	360	UBE2D3-UBE2D2	-	UBE2D2	97	360	ENST00000505007.5|ENSG00000131508.18|OTTHUMG00000163282.6|OTTHUMT00000372456.2|UBE2D2-203|UBE2D2|1170|protein_coding|	1170	907	95.833	264	11	0	0	253.0
NODE_1062_length_358_cov_2.586319_g1035_i0	358	MT-TE-MT-ND6	+	MT-TE	29	97	ENST00000387459.1|ENSG00000210194.1|-|-|MT-TE-201|MT-TE|69|Mt_tRNA|	1	69	100.000	69	0	0	0	69.0
NODE_1062_length_358_cov_2.586319_g1035_i0	358	MT-TE-MT-ND6	+	MT-ND6	98	358	ENST00000361681.2|ENSG00000198695.2|-|-|MT-ND6-201|MT-ND6|525|protein_coding|	1	261	100.000	261	0	0	0	261.0
NODE_1128_length_348_cov_4.818182_g1101_i0	348	PRRC2A-CALR-ENSG00000267458	-	PRRC2A	290	348	ENST00000439762.6|ENSG00000231370.9|OTTHUMG00000149000.1|OTTHUMT00000310064.1|PRRC2A-272|PRRC2A|6861|protein_coding|	4738	4680	100.000	59	0	0	0	59.0
NODE_1128_length_348_cov_4.818182_g1101_i0	348	PRRC2A-CALR-ENSG00000267458	-	CALR	1	295	ENST00000861560.1|ENSG00000179218.16|OTTHUMG00000180574.3|-|CALR-209|CALR|986|protein_coding|	921	627	100.000	295	0	0	0	295.0
NODE_1128_length_348_cov_4.818182_g1101_i0	348	PRRC2A-CALR-ENSG00000267458	-	CALR	1	213	ENST00000586967.2|ENSG00000179218.16|OTTHUMG00000180574.3|OTTHUMT00000451957.1|CALR-204|CALR|1678|nonsense_mediated_decay|	1613	1401	100.000	213	0	0	0	213.0
NODE_1128_length_348_cov_4.818182_g1101_i0	348	PRRC2A-CALR-ENSG00000267458	-	CALR	22	295	ENST00000586760.2|ENSG00000179218.16|OTTHUMG00000180574.3|OTTHUMT00000451955.1|CALR-202|CALR|1630|protein_coding|	1630	1357	100.000	274	0	0	0	274.0
NODE_1128_length_348_cov_4.818182_g1101_i0	348	PRRC2A-CALR-ENSG00000267458	-	ENSG00000267458	1	108	ENST00000589120.1|ENSG00000267458.1|OTTHUMG00000180575.1|OTTHUMT00000451958.1|ENST00000589120|ENSG00000267458|270|lncRNA|	64	171	100.000	108	0	0	0	108.0
NODE_1241_length_331_cov_1.925000_g1214_i0	331	SUMO2P21-SUMO2-CORO1C	+	SUMO2P21	1	51	ENST00000536192.3|ENSG00000228532.4|OTTHUMG00000022239.2|OTTHUMT00000057980.2|SUMO2P21-201|SUMO2P21|288|processed_pseudogene|	218	168	98.039	51	1	0	0	50.0
NODE_1241_length_331_cov_1.925000_g1214_i0	331	SUMO2P21-SUMO2-CORO1C	+	SUMO2	1	51	ENST00000420826.7|ENSG00000188612.13|OTTHUMG00000179481.3|OTTHUMT00000446614.3|SUMO2-202|SUMO2|3166|protein_coding|	343	293	100.000	51	0	0	0	51.0
NODE_1241_length_331_cov_1.925000_g1214_i0	331	SUMO2P21-SUMO2-CORO1C	+	SUMO2	1	50	ENST00000970835.1|ENSG00000188612.13|OTTHUMG00000179481.3|-|SUMO2-208|SUMO2|1014|protein_coding|	336	287	100.000	50	0	0	0	50.0
NODE_1241_length_331_cov_1.925000_g1214_i0	331	SUMO2P21-SUMO2-CORO1C	+	CORO1C	42	331	ENST00000878558.1|ENSG00000110880.12|OTTHUMG00000169381.3|-|CORO1C-232|CORO1C|3755|protein_coding|	597	886	100.000	290	0	0	0	290.0
NODE_1241_length_331_cov_1.925000_g1214_i0	331	SUMO2P21-SUMO2-CORO1C	+	CORO1C	112	331	ENST00000878549.1|ENSG00000110880.12|OTTHUMG00000169381.3|-|CORO1C-223|CORO1C|3502|protein_coding|	414	633	100.000	220	0	0	0	220.0
NODE_1326_length_321_cov_1.692593_g1299_i0	321	CCND2-AS1-ENSG00000285901-CCND2	-	CCND2-AS1	17	179	ENST00000663068.2|ENSG00000255920.5|OTTHUMG00000168320.4|OTTHUMT00000519009.1|CCND2-AS1-207|CCND2-AS1|637|lncRNA|	41	203	100.000	163	0	0	0	163.0
NODE_1326_length_321_cov_1.692593_g1299_i0	321	CCND2-AS1-ENSG00000285901-CCND2	-	CCND2-AS1	273	321	ENST00000752991.1|ENSG00000255920.5|OTTHUMG00000168320.4|-|CCND2-AS1-209|CCND2-AS1|668|lncRNA|	82	130	100.000	49	0	0	0	49.0
NODE_1326_length_321_cov_1.692593_g1299_i0	321	CCND2-AS1-ENSG00000285901-CCND2	-	ENSG00000285901	1	268	ENST00000674624.1|ENSG00000285901.2|OTTHUMG00000193358.1|-|ENST00000674624|ENSG00000285901|3275|nonsense_mediated_decay|	707	440	99.627	268	1	0	0	267.0
NODE_1326_length_321_cov_1.692593_g1299_i0	321	CCND2-AS1-ENSG00000285901-CCND2	-	ENSG00000285901	273	321	ENST00000674624.1|ENSG00000285901.2|OTTHUMG00000193358.1|-|ENST00000674624|ENSG00000285901|3275|nonsense_mediated_decay|	576	528	100.000	49	0	0	0	49.0
NODE_1326_length_321_cov_1.692593_g1299_i0	321	CCND2-AS1-ENSG00000285901-CCND2	-	CCND2	1	268	ENST00000862873.1|ENSG00000118971.10|OTTHUMG00000168123.4|-|CCND2-209|CCND2|2815|protein_coding|	824	557	99.627	268	1	0	0	267.0
NODE_1326_length_321_cov_1.692593_g1299_i0	321	CCND2-AS1-ENSG00000285901-CCND2	-	CCND2	1	233	ENST00000675468.1|ENSG00000118971.10|OTTHUMG00000168123.4|-|CCND2-205|CCND2|6135|protein_coding_CDS_not_defined|	352	120	99.571	233	1	0	0	232.0
NODE_1326_length_321_cov_1.692593_g1299_i0	321	CCND2-AS1-ENSG00000285901-CCND2	-	CCND2	18	268	ENST00000862874.1|ENSG00000118971.10|OTTHUMG00000168123.4|-|CCND2-210|CCND2|2731|protein_coding|	690	440	100.000	251	0	0	0	251.0
NODE_1326_length_321_cov_1.692593_g1299_i0	321	CCND2-AS1-ENSG00000285901-CCND2	-	CCND2	273	321	ENST00000676411.1|ENSG00000118971.10|OTTHUMG00000168123.4|-|CCND2-208|CCND2|6849|protein_coding|	935	887	100.000	49	0	0	0	49.0
NODE_1419_length_312_cov_2.885057_g1392_i0	312	ENSG00000288663-PFDN5	+	ENSG00000288663	1	312	ENST00000676940.1|ENSG00000288663.1|-|-|ENST00000676940|ENSG00000288663|2040|retained_intron|	56	367	100.000	312	0	0	0	312.0
NODE_1419_length_312_cov_2.885057_g1392_i0	312	ENSG00000288663-PFDN5	+	ENSG00000288663	1	164	ENST00000677982.1|ENSG00000288663.1|-|-|ENST00000677982|ENSG00000288663|2360|retained_intron|	74	237	100.000	164	0	0	0	164.0
NODE_1419_length_312_cov_2.885057_g1392_i0	312	ENSG00000288663-PFDN5	+	ENSG00000288663	7	164	ENST00000678985.1|ENSG00000288663.1|-|-|ENST00000678985|ENSG00000288663|1984|retained_intron|	1	158	100.000	158	0	0	0	158.0
NODE_1419_length_312_cov_2.885057_g1392_i0	312	ENSG00000288663-PFDN5	+	ENSG00000288663	163	312	ENST00000676527.1|ENSG00000288663.1|-|-|ENST00000676527|ENSG00000288663|1848|retained_intron|	173	322	100.000	150	0	0	0	150.0
NODE_1419_length_312_cov_2.885057_g1392_i0	312	ENSG00000288663-PFDN5	+	PFDN5	1	312	ENST00000551018.5|ENSG00000123349.16|OTTHUMG00000169675.3|OTTHUMT00000405368.2|PFDN5-214|PFDN5|847|protein_coding|	290	601	100.000	312	0	0	0	312.0
NODE_1419_length_312_cov_2.885057_g1392_i0	312	ENSG00000288663-PFDN5	+	PFDN5	1	164	ENST00000549995.1|ENSG00000123349.16|OTTHUMG00000169675.3|OTTHUMT00000405624.1|PFDN5-208|PFDN5|598|retained_intron|	33	196	100.000	164	0	0	0	164.0
NODE_1419_length_312_cov_2.885057_g1392_i0	312	ENSG00000288663-PFDN5	+	PFDN5	1	163	ENST00000552341.5|ENSG00000123349.16|OTTHUMG00000169675.3|OTTHUMT00000405369.2|PFDN5-216|PFDN5|1980|retained_intron|	39	201	100.000	163	0	0	0	163.0
NODE_1419_length_312_cov_2.885057_g1392_i0	312	ENSG00000288663-PFDN5	+	PFDN5	7	163	ENST00000553171.2|ENSG00000123349.16|OTTHUMG00000169675.3|-|PFDN5-219|PFDN5|904|retained_intron|	1	157	100.000	157	0	0	0	157.0
NODE_1419_length_312_cov_2.885057_g1392_i0	312	ENSG00000288663-PFDN5	+	PFDN5	196	312	ENST00000547130.6|ENSG00000123349.16|OTTHUMG00000169675.3|OTTHUMT00000405370.2|PFDN5-204|PFDN5|559|protein_coding|	197	313	100.000	117	0	0	0	117.0
NODE_1867_length_281_cov_1.795652_g1840_i0	281	CAPZA1-CAPZA1P2-BAZ2B-CTSC	-	CAPZA1	45	281	ENST00000917725.1|ENSG00000116489.14|OTTHUMG00000011769.3|-|CAPZA1-211|CAPZA1|2809|protein_coding|	1167	931	99.578	237	1	0	0	236.0
NODE_1867_length_281_cov_1.795652_g1840_i0	281	CAPZA1-CAPZA1P2-BAZ2B-CTSC	-	CAPZA1	45	242	ENST00000466066.1|ENSG00000116489.14|OTTHUMG00000011769.3|OTTHUMT00000032878.1|CAPZA1-202|CAPZA1|765|protein_coding_CDS_not_defined|	569	372	99.495	198	1	0	0	197.0
NODE_1867_length_281_cov_1.795652_g1840_i0	281	CAPZA1-CAPZA1P2-BAZ2B-CTSC	-	CAPZA1	45	241	ENST00000917727.1|ENSG00000116489.14|OTTHUMG00000011769.3|-|CAPZA1-213|CAPZA1|2017|protein_coding|	375	179	99.492	197	1	0	0	196.0
NODE_1867_length_281_cov_1.795652_g1840_i0	281	CAPZA1-CAPZA1P2-BAZ2B-CTSC	-	CAPZA1	45	165	ENST00000476820.1|ENSG00000116489.14|OTTHUMG00000011769.3|OTTHUMT00000032879.1|CAPZA1-203|CAPZA1|278|protein_coding_CDS_not_defined|	272	152	100.000	121	0	0	0	121.0
NODE_1867_length_281_cov_1.795652_g1840_i0	281	CAPZA1-CAPZA1P2-BAZ2B-CTSC	-	CAPZA1	151	281	ENST00000498626.1|ENSG00000116489.14|OTTHUMG00000011769.3|OTTHUMT00000032877.1|CAPZA1-206|CAPZA1|650|protein_coding_CDS_not_defined|	650	520	99.237	131	1	0	0	130.0
NODE_1867_length_281_cov_1.795652_g1840_i0	281	CAPZA1-CAPZA1P2-BAZ2B-CTSC	-	CAPZA1	163	281	ENST00000904627.1|ENSG00000116489.14|OTTHUMG00000011769.3|-|CAPZA1-208|CAPZA1|2291|protein_coding|	608	490	99.160	119	1	0	0	118.0
NODE_1867_length_281_cov_1.795652_g1840_i0	281	CAPZA1-CAPZA1P2-BAZ2B-CTSC	-	CAPZA1P2	45	281	ENST00000420635.1|ENSG00000225369.1|OTTHUMG00000154043.2|OTTHUMT00000333635.1|CAPZA1P2-201|CAPZA1P2|840|processed_pseudogene|	705	469	95.781	237	10	0	0	227.0
NODE_1867_length_281_cov_1.795652_g1840_i0	281	CAPZA1-CAPZA1P2-BAZ2B-CTSC	-	BAZ2B	45	281	ENST00000483316.1|ENSG00000123636.21|OTTHUMG00000132027.9|OTTHUMT00000333334.1|BAZ2B-212|BAZ2B|6838|protein_coding_CDS_not_defined|	2610	2374	95.781	237	10	0	0	227.0
NODE_1867_length_281_cov_1.795652_g1840_i0	281	CAPZA1-CAPZA1P2-BAZ2B-CTSC	-	CTSC	1	51	ENST00000678395.1|ENSG00000109861.18|OTTHUMG00000167290.4|-|CTSC-221|CTSC|1802|nonsense_mediated_decay|	1349	1299	100.000	51	0	0	0	51.0
NODE_1951_length_276_cov_1.564444_g1924_i0	276	TRAJ12-TRAC	+	TRAJ12	34	93	ENST00000390525.1|ENSG00000211877.1|OTTHUMG00000170955.3|OTTHUMT00000410986.3|TRAJ12-201|TRAJ12|60|TR_J_gene|	1	60	100.000	60	0	0	0	60.0
NODE_1951_length_276_cov_1.564444_g1924_i0	276	TRAJ12-TRAC	+	TRAC	94	276	ENST00000611116.2|ENSG00000277734.8|OTTHUMG00000028683.8|OTTHUMT00000071613.6|TRAC-201|TRAC|978|TR_C_gene|	1	183	100.000	183	0	0	0	183.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	YWHAE	1	51	ENST00000928924.1|ENSG00000108953.18|OTTHUMG00000134316.7|-|YWHAE-215|YWHAE|1868|protein_coding|	372	422	100.000	51	0	0	0	51.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	YWHAE	1	42	ENST00000630606.2|ENSG00000274474.3|OTTHUMG00000190126.1|OTTHUMT00000483927.1|YWHAE-229|YWHAE|739|nonsense_mediated_decay|	323	364	100.000	42	0	0	0	42.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	YWHAE	1	40	ENST00000489287.1|ENSG00000108953.18|OTTHUMG00000134316.7|OTTHUMT00000259357.1|YWHAE-205|YWHAE|465|retained_intron|	317	356	100.000	40	0	0	0	40.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	YWHAE	46	273	ENST00000928924.1|ENSG00000108953.18|OTTHUMG00000134316.7|-|YWHAE-215|YWHAE|1868|protein_coding|	195	422	100.000	228	0	0	0	228.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	YWHAE	46	264	ENST00000573196.5|ENSG00000108953.18|OTTHUMG00000134316.7|OTTHUMT00000437349.1|YWHAE-211|YWHAE|739|nonsense_mediated_decay|	146	364	100.000	219	0	0	0	219.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	YWHAE	46	262	ENST00000489287.1|ENSG00000108953.18|OTTHUMG00000134316.7|OTTHUMT00000259357.1|YWHAE-205|YWHAE|465|retained_intron|	140	356	100.000	217	0	0	0	217.0
NODE_2013_length_273_cov_3.563063_g1986_i0	273	YWHAE-YWHAEP5-ENSG00000298294	+	YWHAE	60	273	ENST00000469398.5|ENSG00000108953.18|OTTHUMG00000134316.7|OTTHUMT00000259358.1|YWHAE-203|YWHAE|676|retained_intron|	138	351	100.000	214	0	0	0	214.0
